time,ax,ay,az,aT
134.5960,4.3003,3.2254,-1.6757,5.631
134.5970,3.3552,3.0531,-1.2420,4.703
134.5980,2.4154,2.8353,-0.6439,3.780
134.5990,1.2063,2.6551,-0.1464,2.920
134.6020,0.0264,2.4406,0.0950,2.443
134.6570,-0.8515,1.9853,0.4870,2.214
134.6730,-1.6098,1.2535,0.6709,2.148
134.6770,-2.0336,0.2827,0.1395,2.058
134.6820,-1.9453,-1.3534,-4.9585,5.496
134.6850,-0.6184,-2.5457,-7.5896,8.029
134.6890,0.8932,-1.9836,-4.8474,5.313
134.6920,1.1811,-0.4083,0.2500,1.274
134.6950,0.5267,0.2775,3.6160,3.665
134.6970,0.0212,0.5248,3.4268,3.467
134.7040,-0.7798,0.3934,1.3776,1.631
134.7100,-0.5659,0.4137,0.6635,0.965
134.7240,-0.8573,0.4409,1.6962,1.951
134.7310,-3.0540,0.8974,3.3209,4.600
134.7940,-5.0512,1.8824,5.1755,7.473
134.7980,-5.4531,3.4437,6.5880,9.219
134.8000,-4.0319,3.9893,6.6554,8.744
134.8020,-4.0194,3.9904,6.6699,8.750
134.8040,-0.6492,0.9253,4.5489,4.687
134.8090,0.5009,0.2184,3.9965,4.034
134.8120,-1.4588,-1.0294,4.2791,4.637
134.8130,-4.0358,-1.8253,3.5455,5.674
134.8250,-5.2027,-1.3267,3.5070,6.413
134.8310,-4.5437,0.6387,4.2326,6.242
134.8440,-4.9236,2.1546,4.6991,7.139
134.8550,-4.9842,2.6984,3.6446,6.738
134.8610,-4.3701,2.7328,2.3772,5.676
134.9130,-4.7207,2.1329,1.0256,5.281
134.9220,-4.1688,1.3624,-0.3196,4.397
134.9240,-1.8019,0.6197,-1.3483,2.334
134.9270,5.4168,-4.1578,-0.7076,6.865
134.9300,12.6129,-9.4325,0.4816,15.757
134.9340,12.9500,-12.4103,-0.0068,17.937
134.9400,11.2485,-13.4185,-1.1550,17.548
134.9440,9.9946,-14.0981,-1.4990,17.346
134.9570,7.7397,-14.5225,-0.3302,16.459
134.9610,5.5449,-12.8779,0.8385,14.046
135.0160,3.7461,-9.7703,-0.5943,10.481
135.0250,0.3039,-7.3036,-4.9040,8.802
135.0260,-1.1682,-5.0097,-10.2728,11.489
135.0280,-4.1883,-1.5703,-16.7774,17.363
135.0300,-6.3823,0.7723,-19.8039,20.821
135.0310,-9.1978,2.8163,-19.7159,21.937
135.0340,-10.0823,3.0553,-15.6621,18.876
135.0690,-7.3139,2.9710,-9.9144,12.673
135.0700,-2.6802,3.9131,-7.2265,8.644
135.0710,0.7832,4.6829,-2.9469,5.588
135.0720,3.7411,4.5996,3.6353,6.955
135.0820,5.9778,5.0715,8.8680,11.836
135.0910,7.8551,5.7588,12.2456,15.647
135.1570,9.3821,6.4410,12.4701,16.882
135.1750,10.4319,6.6740,9.3814,15.536
135.1800,10.5206,6.6225,9.3383,15.548
135.1840,7.9553,4.2016,-2.9954,9.482
135.1900,6.0431,2.3695,-10.2645,12.145
135.1940,5.2133,0.7065,-10.9345,12.134
135.1970,5.3329,-0.1777,-8.5013,10.037
135.2010,5.0744,-0.6791,-6.2475,8.077
135.2080,4.1443,-0.8964,-5.0975,6.630
135.2090,2.2915,-0.7703,-4.0264,4.696
135.2100,0.3493,-0.5023,-3.2373,3.295
135.2110,-2.8017,-0.8117,-2.2386,3.677
135.2260,-6.6614,-1.5624,-0.0378,6.842
135.2310,-10.5012,-2.6362,3.0438,11.247
135.2990,-10.2919,-3.3032,4.3380,11.647
135.3070,-8.4830,-4.1096,4.1684,10.307
135.3100,-6.3450,-4.4587,5.9286,9.762
135.3120,-1.7720,-3.9394,6.2805,7.623
135.3140,1.4476,-3.3431,4.5947,5.864
135.3160,2.8610,-3.2102,3.9688,5.852
135.3180,2.2643,-5.2036,2.2926,6.121
135.3210,-0.5857,-12.9856,-1.2109,13.055
135.3260,-1.4482,-22.4519,-6.8958,23.532
135.3550,6.9803,-16.7694,-12.8267,22.236
135.3560,11.8049,-5.6182,-12.1691,17.861
135.3560,12.2684,0.0752,-10.1771,15.940
135.3620,10.9306,2.3537,-7.4283,13.424
135.3730,8.0922,2.5825,-4.8679,9.790
135.3810,6.2830,1.2594,-1.9257,6.691
135.4360,5.7542,-0.5477,-0.0060,5.780
135.4420,5.3836,-2.2557,1.8008,6.109
135.4430,6.1170,-2.6757,2.0165,6.975
135.4450,7.8217,-1.9917,4.6421,9.311
135.4460,7.3328,-1.1129,5.4581,9.209
135.4480,5.6430,-0.4087,5.1408,7.644
135.4520,5.1754,0.6253,5.3657,7.481
135.4890,6.6016,2.0956,5.0020,8.544
135.4930,7.9532,2.7978,2.1022,8.689
135.4960,8.1593,3.4635,-0.2380,8.867
135.4990,7.1376,3.7941,-0.6668,8.111
135.5040,5.7726,3.5277,-0.7845,6.811
135.5120,4.5087,3.1858,-1.6889,5.773
135.5280,3.5972,2.7349,-1.8163,4.870
135.5380,1.8595,2.4485,-1.7171,3.522
135.5820,0.9213,2.5139,-1.0733,2.885
135.5840,0.1744,2.0826,-0.2776,2.108
135.5840,-0.6299,1.2924,0.0415,1.438
135.5850,-1.1408,0.4558,-0.2875,1.262
135.5850,-1.1655,-0.5382,-1.4258,1.919
135.5900,-0.2601,-1.6357,-6.5437,6.750
135.6350,2.0031,-2.3054,-8.7589,9.276
135.6430,2.9142,-2.3419,-6.1146,7.167
135.6480,2.1232,-1.1758,-1.0807,2.657
135.6550,1.6990,-0.0037,2.3869,2.930
135.6580,1.3963,0.6588,3.7639,4.068
135.6590,0.5401,0.9436,3.6632,3.821
135.6640,-0.6019,0.9170,2.9380,3.136
135.6740,-1.8502,0.7191,2.0637,2.863
135.6820,-2.5638,0.7915,2.6702,3.785
135.7390,-3.5775,1.4216,5.0804,6.374
135.7400,-3.8317,2.2205,6.5227,7.884
135.7410,-3.5751,3.0222,5.3450,7.105
135.7430,-4.0036,2.7794,3.5392,6.023
135.7440,-4.7468,1.8458,2.9785,5.900
135.7480,-4.3563,2.0087,3.3348,5.842
135.7510,-4.7409,1.1612,3.6986,6.124
135.7620,-4.5720,0.7931,4.1429,6.221
135.7810,-3.4999,1.4911,6.2013,7.275
135.7840,-3.1566,2.2953,6.2796,7.394
135.8450,-3.6989,2.4493,4.8918,6.604
135.8530,-4.9189,1.9256,2.9323,6.042
135.8610,-5.4376,0.8871,-0.4620,5.529
135.8630,-4.0216,0.2885,-2.7090,4.858
135.8650,2.2820,-2.7121,-1.8619,4.004
135.8780,12.4467,-9.1176,1.2914,15.483
135.8790,15.1720,-13.1979,2.0926,20.218
135.8800,11.9567,-14.5686,0.2337,18.848
135.8810,8.5361,-15.4205,-1.0962,17.660
135.8830,7.0862,-14.8642,-1.5190,16.537
135.8980,4.6390,-12.7602,-1.4606,13.656
135.9010,2.9189,-9.1696,-3.7314,10.321
135.9540,0.6175,-6.2056,-7.5512,9.793
135.9600,-1.9795,-3.5321,-12.9018,13.522
135.9620,-5.5966,-0.4430,-17.9492,18.807
135.9640,-9.6940,0.7304,-18.9738,21.319
135.9660,-12.8220,0.8484,-15.9148,20.455
135.9700,-8.6206,2.2391,-10.1524,13.506
135.9730,-3.6136,2.8506,-5.3996,7.095
135.9970,0.3064,3.3088,-2.0029,3.880
135.9990,3.0971,4.0355,0.9030,5.167
136.0070,6.6414,4.2959,4.1827,8.948
136.0100,8.9155,4.7174,7.1975,12.391
136.0640,10.2691,4.9568,8.7612,14.380
136.0740,11.8065,4.9444,8.2763,15.243
136.0770,11.7895,4.4411,5.5574,13.770
136.0800,9.9933,3.4324,0.6003,10.583
136.0820,10.0246,3.3381,0.4306,10.575
136.0850,6.6911,0.2509,-10.6608,12.589
136.0890,5.9223,-1.2661,-10.7556,12.343
136.0920,6.0029,-1.9197,-9.1976,11.150
136.1030,4.6594,-2.1383,-6.1605,8.015
136.1110,3.7239,-1.7465,-5.2447,6.665
136.1660,1.8998,-0.9659,-4.6461,5.112
136.1770,-0.2739,-0.1189,-3.7614,3.773
136.1800,-3.1649,0.4457,-3.0046,4.387
136.1830,-5.9741,0.3794,-1.3447,6.135
136.1850,-8.2476,-0.1489,1.9101,8.467
136.1910,-8.9517,-0.5728,4.4429,10.010
136.1940,-6.9461,-1.0596,6.1097,9.311
136.1960,-5.0572,-1.6745,6.4694,8.380
136.2080,-2.2990,-2.7230,6.7980,7.676
136.2100,0.4495,-3.8012,5.8561,6.996
136.2670,2.1741,-5.3453,3.7342,6.873
136.2810,3.1041,-6.5668,2.2994,7.619
136.2880,1.9742,-9.1110,-0.8827,9.364
136.2940,-1.2757,-15.9586,-4.8958,16.741
136.2970,-3.0372,-20.8319,-10.6655,23.600
136.3020,4.5093,-9.4516,-13.1822,16.836
136.3060,9.3227,-1.6310,-11.2998,14.740
136.3110,11.2268,0.1932,-8.8187,14.278
136.3130,11.1678,1.6154,-5.5728,12.585
136.3140,8.5024,2.4020,-2.0508,9.070
136.3220,5.8874,1.3816,1.0969,6.146
136.3310,4.7400,-0.4418,3.4982,5.908
136.3870,5.3128,-1.8000,5.0454,7.545
136.3930,6.6361,-2.5500,6.7158,9.780
136.3950,6.6493,-2.8741,7.1944,10.209
136.3980,5.4194,-2.5805,5.3659,8.051
136.4000,6.5160,-1.2782,4.3517,7.939
136.4030,9.0376,0.4012,2.9278,9.508
136.4060,11.2169,1.2373,1.4189,11.374
136.4360,12.4043,2.1611,0.0600,12.591
136.4430,11.4467,3.1703,-1.0998,11.928
136.4470,8.2370,3.2747,-2.6805,9.260
136.4500,6.4578,3.1878,-3.0430,7.818
136.4520,4.8906,3.2001,-2.6280,6.408
136.4620,4.6454,3.2681,-2.6483,6.267
136.4760,2.0260,2.1685,0.5442,3.017
136.4820,0.3552,1.8570,1.4919,2.408
136.5500,0.1773,1.8968,1.4921,2.420
136.5660,-1.5709,0.7945,2.3699,2.952
136.5680,-2.7373,-0.0825,1.4576,3.102
136.5770,-3.6796,-1.0685,0.1974,3.837
136.5800,-3.8687,-1.5603,-1.6553,4.488
136.5840,-1.5510,-1.1229,-11.0540,11.219
136.5910,2.5833,-0.6584,-11.5769,11.880
136.5930,3.4308,-0.2379,-5.3483,6.359
136.5950,2.0749,0.4170,0.7530,2.246
136.5980,0.9803,1.1702,3.5135,3.831
136.6000,-0.4386,1.3787,4.5205,4.746
136.6020,-1.9282,0.6436,4.0725,4.552
136.6120,-3.9595,0.0771,3.4015,5.221
136.6270,-4.3561,1.0482,3.8377,5.899
136.6310,-2.3124,3.0097,5.4714,6.659
136.7070,-1.0768,4.2999,5.7575,7.266
136.7180,-1.0567,3.3907,4.8838,6.039
136.7210,-2.0731,1.8966,3.5272,4.510
136.7240,-3.1620,0.6059,4.0956,5.210
136.7280,-3.1455,0.6007,4.0530,5.165
136.7320,-6.6745,-2.5419,3.0217,7.755
136.7340,-7.5232,-3.1729,2.6804,8.594
136.7360,-5.3338,-0.8736,3.1741,6.268
136.7380,-4.2529,1.0886,5.1431,6.762
136.7390,-4.2770,1.4797,5.5729,7.179
136.7420,-3.7636,1.4879,4.3482,5.940
136.7510,-3.0838,1.5452,2.6594,4.355
136.7620,-3.2553,1.0453,-0.1422,3.422
136.8330,-1.9454,0.5985,-1.5992,2.588
136.8430,3.9990,-3.7119,-0.8751,5.526
136.8460,12.3869,-9.2542,1.4684,15.532
136.8500,13.1251,-11.9270,0.9155,17.758
136.8530,11.4349,-12.7124,-1.2372,17.143
136.8570,11.6014,-12.7818,-1.3742,17.316
136.8620,5.5671,-12.4246,-2.6252,13.866
136.8710,2.9918,-10.4355,-2.1354,11.064
136.8720,1.6686,-7.2772,-3.4611,8.229
136.8740,0.5746,-5.0863,-5.5839,7.575
136.8750,-0.3028,-2.4202,-9.6701,9.973
136.8820,-2.3611,-0.2234,-14.6015,14.793
136.8950,-5.2772,1.0567,-17.2446,18.065
136.9020,-5.7822,2.2633,-16.4989,17.629
136.9720,-5.0644,2.8481,-12.5381,13.819
136.9800,-3.8657,2.8181,-7.4880,8.886
136.9830,-0.8487,2.9837,-3.6456,4.787
136.9850,1.9121,4.0051,-0.3226,4.450
136.9900,4.5727,4.2672,5.1695,8.114
136.9940,6.5338,4.0078,8.3553,11.339
136.9970,8.0668,4.4039,9.7629,13.408
137.0000,8.7886,4.4751,9.0612,13.393
137.0020,9.1047,3.7577,5.3211,11.195
137.0050,8.6872,2.4380,-0.4700,9.035
137.0130,6.6407,0.6016,-8.2958,10.643
137.0270,5.1107,-1.0003,-11.0879,12.250
137.0310,4.5999,-2.3111,-10.4712,11.668
137.0990,4.3345,-2.8712,-8.0630,9.594
137.1050,3.6050,-2.3132,-4.9638,6.556
137.1080,2.4231,-1.2441,-2.6548,3.804
137.1100,1.1153,0.4544,-1.3990,1.846
137.1120,-0.6630,2.0067,-0.7120,2.230
137.1140,-3.0129,3.2418,0.0362,4.426
137.1160,-5.8352,3.5625,1.0583,6.918
137.1180,-7.8856,2.9738,2.8292,8.890
137.1530,-7.5649,1.7052,4.5253,8.978
137.1540,-4.9236,-0.2359,6.1404,7.874
137.1540,-1.9027,-2.0073,6.1309,6.726
137.1550,-1.8740,-2.0035,6.1644,6.747
137.1640,0.8318,-5.6969,4.6620,7.408
137.1770,1.2515,-6.4657,2.2570,6.962
137.1810,2.1975,-4.9455,-2.0382,5.783
137.2410,3.0767,-2.5696,-5.1063,6.492
137.2480,2.6762,-1.3663,-7.0359,7.651
137.2500,0.7246,-3.8455,-6.5360,7.618
137.2520,-0.8527,-11.9721,-6.5810,13.688
137.2530,-1.3755,-20.7752,-7.7231,22.207
137.2570,5.2721,-15.3694,-5.6082,17.189
137.2600,9.8519,-6.2780,-7.5189,13.893
137.2620,11.5692,-0.5539,-6.2276,13.151
137.2720,10.8349,2.3731,-3.6149,11.666
137.2830,7.8895,2.4310,-0.9514,8.310
137.3480,6.9598,1.3261,0.3552,7.094
137.3550,7.4447,0.4991,1.6144,7.634
137.3580,7.3323,-0.2350,3.8629,8.291
137.3610,6.6039,-1.1112,5.6693,8.774
137.3630,6.3186,-1.6697,4.9781,8.215
137.3650,6.3604,-1.1875,3.0793,7.166
137.3670,6.4546,-0.4252,1.2396,6.586
137.3690,7.0822,0.1410,0.0998,7.084
137.3720,6.9449,0.1783,0.0550,6.947
137.3820,6.1910,1.4750,-0.7557,6.409
137.3950,4.3909,1.9045,-0.7389,4.843
137.4020,2.9647,2.4165,-0.9432,3.939
137.4700,1.8128,2.7918,-1.0357,3.486
137.4780,1.1964,3.1001,-1.1723,3.524
137.4800,0.6819,3.3556,-1.4190,3.707
137.4830,1.2071,3.3614,-0.7465,3.649
137.4850,1.8055,2.5874,0.2735,3.167
137.4880,2.4975,1.8903,0.4227,3.161
137.4920,2.9023,0.8798,-0.3302,3.051
137.4970,3.0516,0.1184,-0.9950,3.212
137.5000,1.9263,-0.7230,-3.5439,4.098
137.5020,0.4693,-1.5049,-5.0223,5.264
137.5120,0.1228,-1.4511,-3.2309,3.544
137.5220,-0.0888,-0.6359,-0.6597,0.921
137.5320,0.0685,0.6277,2.0516,2.147
137.6020,-0.1920,1.4934,3.5189,3.827
137.6150,-1.2205,2.2015,4.1986,4.895
137.6160,-3.2677,2.2122,3.7140,5.419
137.6180,-6.1481,1.6089,3.4935,7.252
137.6200,-7.4371,1.8380,3.6360,8.480
137.6260,-5.4634,2.6493,4.2575,7.416
137.6290,-2.3294,3.2249,4.8440,6.268
137.6320,-1.1908,2.3910,3.9244,4.747
137.6340,-2.1419,0.3915,3.2112,3.880
137.6360,-1.5732,-0.7344,3.5443,3.947
137.6560,-3.2561,-2.2640,2.9077,4.918
137.6570,-3.9850,-2.7140,2.4814,5.423
137.6640,-4.3517,-2.3257,2.5467,5.553
137.6710,-3.2721,-0.2768,3.6768,4.930
137.6820,-3.4638,1.1104,4.6702,5.920
137.6960,-3.9555,1.9520,4.0272,5.973
137.7020,-3.5491,2.4012,2.8315,5.136
137.7550,-5.3981,1.4414,1.8489,5.885
137.7640,-5.2783,1.0543,0.6398,5.420
137.7670,-4.1150,0.8623,-1.1803,4.367
137.7690,-1.8220,-0.3387,-2.1052,2.805
137.7790,5.7782,-5.1704,-0.9625,7.813
137.7830,12.7649,-10.2108,0.1058,16.347
137.7860,13.3362,-11.7026,-0.2575,17.745
137.7890,12.6097,-11.8442,-0.9346,17.325
137.8000,10.6744,-10.8752,-1.0468,15.274
137.8100,7.5204,-9.6784,-0.0649,12.257
137.8120,4.2606,-8.6599,-0.5079,9.665
137.8610,1.9466,-7.1484,-3.0501,8.012
137.8640,-0.6586,-6.0216,-7.0654,9.307
137.8830,-4.3454,-5.0124,-11.9917,13.704
137.8880,-5.9837,-2.6402,-16.4438,17.697
137.8960,-7.9079,0.5371,-17.8095,19.494
137.8980,-9.1353,2.3635,-16.2769,18.814
137.8990,-7.8961,2.6892,-12.1126,14.707
137.9000,-4.7302,2.9969,-7.8697,9.659
137.9180,-0.3270,4.0451,-5.2467,6.633
137.9200,2.2386,4.9031,-0.6956,5.435
137.9230,4.3519,5.1494,5.6636,8.805
137.9310,5.9301,4.9687,9.1139,11.955
137.9950,7.4299,5.0803,11.4327,14.551
137.9990,8.3216,4.9611,11.1034,14.736
138.0010,8.8861,4.3839,8.0105,12.742
138.0020,8.7030,3.1203,2.9093,9.692
138.0040,6.8450,0.9633,-6.0710,9.200
138.0080,4.4087,-0.8166,-12.5537,13.330
138.0100,3.3261,-2.4547,-12.1065,12.793
138.0120,3.8842,-3.3838,-10.5488,11.739
138.0540,3.9786,-3.5040,-7.7668,9.404
138.0620,3.1454,-3.0683,-5.1219,6.748
138.0660,2.4120,-2.0187,-4.1118,5.177
138.0690,1.4215,-0.4137,-3.5574,3.853
138.0710,-0.0084,0.8095,-2.8347,2.948
138.0760,-1.5873,1.8341,-2.0287,3.162
138.0830,-3.8971,1.9691,-0.7441,4.429
138.0960,-6.5754,1.3596,1.5611,6.894
138.1010,-8.0353,0.4788,3.9775,8.979
138.1580,-8.2324,-0.8486,5.2198,9.785
138.1650,-8.9198,-2.3756,6.1814,11.109
138.1680,-7.7411,-3.3234,6.9299,10.908
138.1710,-4.9504,-3.8179,6.1869,8.796
138.1750,-0.5953,-4.0142,4.1854,5.830
138.1770,1.9782,-4.0880,2.2760,5.080
138.1800,3.6723,-3.9475,-1.7362,5.664
138.1850,2.9703,-5.7714,-6.0981,8.906
138.1970,-0.3388,-12.5519,-10.8510,16.595
138.2020,-1.4854,-16.5173,-13.1459,21.162
138.2740,4.3016,-11.6874,-11.1903,16.743
138.2830,8.2808,-7.0250,-9.1760,14.217
138.2850,10.6289,-3.0230,-7.3875,13.292
138.2880,10.4569,-0.4772,-4.0481,11.223
138.3060,8.5308,0.8866,-0.2512,8.580
138.3070,5.7999,1.0466,3.3094,6.759
138.3080,5.0656,1.4517,5.9168,7.923
138.3090,5.0495,1.4948,6.1045,8.062
138.3090,5.5108,2.2322,7.2846,9.403
138.3100,5.3696,2.1855,8.0023,9.882
138.3370,5.4112,2.0422,6.6125,8.785
138.3370,6.3136,1.7120,3.6821,7.507
138.3380,7.7950,1.3244,0.8764,7.955
138.3860,10.1927,0.6085,-0.6152,10.229
138.3890,9.0217,0.4242,-1.1582,9.106
138.3900,4.9152,0.1231,-1.9077,5.274
138.3920,3.0129,0.3933,-2.8986,4.199
138.3940,1.6763,0.4922,-3.7926,4.176
138.3950,0.5744,0.4736,-4.3245,4.388
138.4530,0.0224,0.9278,-3.8483,3.959
138.4680,0.1323,1.1940,-3.0746,3.301
138.4730,0.5385,1.2322,-1.6280,2.112
138.4790,1.2244,1.0764,-0.5882,1.733
138.4820,1.8161,0.7603,0.4189,2.013
138.4840,1.5260,0.2028,1.1433,1.918
138.4880,1.4006,0.2196,1.1776,1.843
138.4900,-0.2235,-0.5814,0.5550,0.834
138.4900,-0.8894,-0.4850,-1.1313,1.519
138.5130,-0.6300,-0.1726,-3.5086,3.569
138.5140,-0.0861,0.3820,-3.8041,3.824
138.5140,0.6282,1.0378,-1.8264,2.193
138.5220,0.7220,1.4283,0.9554,1.864
138.5380,-0.1763,1.7544,1.9761,2.648
138.5840,-3.1790,1.7562,2.8951,4.645
138.5920,-5.5422,2.5234,4.7441,7.719
138.5960,-6.8741,3.9855,7.3324,10.812
138.5980,-7.1980,5.1414,8.2069,12.066
138.6010,-7.3060,5.0030,6.2697,10.850
138.6040,-6.6040,3.4006,2.8336,7.950
138.6060,-4.8764,1.4766,1.9467,5.454
138.6400,-5.0205,-0.1557,2.3498,5.545
138.6410,-5.9299,-1.4005,2.7056,6.667
138.6420,-5.9818,-1.6785,3.5375,7.149
138.6480,-4.4193,-0.1519,4.6340,6.405
138.6510,-4.4099,1.2929,5.6516,7.284
138.6630,-3.8824,2.2626,5.1617,6.844
138.6710,-5.2923,1.4761,3.7955,6.678
138.7310,-6.0822,0.1222,2.1385,6.448
138.7380,-4.8450,-0.5481,-0.1159,4.877
138.7400,-3.4541,-1.0295,-2.0267,4.135
138.7440,0.1056,-4.6994,-0.9014,4.786
138.7480,7.5965,-10.1669,1.0418,12.734
138.7520,11.8016,-13.3658,0.4932,17.837
138.7550,12.0980,-13.9615,-1.6027,18.543
138.7580,10.4696,-13.5885,-3.0359,17.421
138.7670,8.7588,-11.8051,-2.5545,14.920
138.7710,6.0881,-9.6133,-2.4165,11.633
138.8210,4.5733,-7.3770,-3.6707,9.424
138.8220,3.3286,-4.9270,-5.7651,8.282
138.8220,0.9685,-3.0497,-7.4651,8.122
138.8230,-2.0637,-1.3740,-11.0168,11.292
138.8230,-4.6137,0.6018,-17.0883,17.710
138.8890,-4.5694,0.4959,-17.2877,17.888
138.9270,-8.6767,2.4298,-12.2003,15.167
138.9280,-6.4314,3.1553,-8.7666,11.321
138.9290,-3.1946,3.4315,-4.5525,6.535
138.9300,0.8383,4.0474,-1.4838,4.392
138.9300,4.2143,4.2269,2.1502,6.344
138.9310,6.8494,4.2035,6.2380,10.173
138.9320,7.9596,5.0675,8.4624,12.675
138.9320,8.0642,5.6873,9.5330,13.721
138.9330,8.0665,5.2517,8.0399,12.541
138.9340,8.0272,3.8790,3.7583,9.675
138.9480,6.6272,1.8151,-3.2507,7.601
138.9520,4.5764,0.0037,-9.5689,10.607
139.0220,2.6694,-1.6470,-12.6493,13.032
139.0330,1.9425,-2.7154,-11.1068,11.598
139.0360,2.8867,-2.9125,-8.3813,9.331
139.0390,3.0501,-2.4668,-5.7971,7.000
139.0470,2.4344,-1.3557,-3.2885,4.310
139.0500,1.3418,-0.1226,-1.6459,2.127
139.0530,-0.6962,1.2336,-0.7039,1.582
139.0550,-2.7380,2.1185,-0.3452,3.479
139.0580,-5.9852,2.5029,0.9649,6.559
139.0590,-8.5453,2.2272,3.2491,9.410
139.0630,-9.2903,1.1877,4.8107,10.529
139.0710,-7.3867,0.1021,5.5925,9.266
139.0890,-3.0437,-0.8632,7.1807,7.847
139.0910,0.6516,-2.1255,7.5846,7.904
139.1540,2.3326,-3.2838,6.7166,7.832
139.1660,1.5062,-4.0437,5.2101,6.765
139.1680,1.1413,-3.5216,-0.1685,3.706
139.1700,0.5963,-3.0034,-5.5542,6.342
139.1720,-1.8712,-6.0673,-10.5404,12.305
139.1740,-2.9100,-12.6638,-12.0411,17.715
139.1810,0.2311,-18.7824,-10.8884,21.712
139.1830,5.9520,-12.8668,-6.1951,15.471
139.1850,8.2597,-5.0074,-5.3337,11.034
139.1910,8.6470,-1.7043,-4.5575,9.922
139.2020,8.0144,0.5918,-2.2709,8.351
139.2740,6.2007,0.2189,-0.5268,6.227
139.2840,5.0880,-1.2061,0.8475,5.297
139.2860,4.7946,-2.2699,1.9714,5.659
139.2880,4.3909,-3.8614,2.2814,6.277
139.2900,5.1687,-4.3876,1.8409,7.025
139.2930,7.3193,-3.2544,1.3654,8.126
139.2960,8.3943,-1.7727,0.6115,8.601
139.2990,8.4144,-0.4514,0.8729,8.472
139.3010,8.5464,0.7679,2.0010,8.811
139.3050,9.0810,1.3729,3.2320,9.736
139.3120,8.9383,1.8884,2.8974,9.584
139.3220,7.7057,2.1009,0.9173,8.039
139.3310,6.6120,2.1262,0.3607,6.955
139.3420,5.2052,1.9391,0.2617,5.561
139.4050,3.4498,1.6614,0.3126,3.842
139.4130,3.0440,1.8282,0.2400,3.559
139.4160,2.1926,2.1583,-0.0937,3.078
139.4180,1.4412,2.3510,-0.3505,2.780
139.4200,0.5559,2.3041,-0.3708,2.399
139.4240,-0.0300,2.0282,-0.0418,2.029
139.4270,-0.7181,1.4230,0.2316,1.611
139.4300,-1.3372,0.9103,-0.0394,1.618
139.4330,-1.8030,0.2588,-0.6646,1.939
139.4460,-2.1098,0.0418,-1.6995,2.709
139.4510,-1.2344,-0.0220,-5.2926,5.435
139.5180,0.4008,-0.1147,-7.7023,7.714
139.5340,1.6813,0.2098,-5.1862,5.456
139.5390,1.7347,0.9490,-1.6609,2.582
139.5510,1.4987,2.0498,2.5333,3.587
139.5530,1.2855,2.0259,5.6540,6.142
139.5550,-1.3676,1.5028,6.3357,6.654
139.5580,-5.0958,1.4750,6.7034,8.549
139.5630,-7.9507,2.4810,6.4164,10.514
139.5660,-8.3837,3.9214,6.9488,11.574
139.5680,-4.0226,4.7944,6.0388,8.697
139.5690,-2.0322,3.1801,4.0760,5.555
139.5780,-2.8584,0.5972,4.0527,4.995
139.5820,-3.0983,-0.9779,4.0859,5.220
139.5900,-2.5379,-1.3115,3.8791,4.817
139.6360,-3.2623,-1.8090,3.0045,4.790
139.6470,-3.9290,-1.3669,3.2837,5.300
139.6500,-3.8205,0.5203,4.1958,5.698
139.6530,-4.5375,1.5827,4.2743,6.431
139.6550,-5.5362,1.2996,3.4734,6.664
139.6570,-5.5026,0.7422,2.0559,5.921
139.6690,-4.0319,0.3139,0.7347,4.110
139.6710,-2.8688,0.0925,-0.6934,2.953
139.7330,-0.7149,-1.4794,-1.3219,2.109
139.7340,6.2155,-7.1599,-0.3722,9.489
139.7340,12.2727,-12.4418,0.3979,17.481
139.7360,11.8544,-13.5718,-0.5944,18.030
139.7400,10.7294,-13.1101,-2.3900,17.109
139.7530,8.8035,-11.1298,-2.2452,14.367
139.7550,6.0086,-9.0977,-0.9350,10.943
139.7580,4.4098,-7.4740,-0.8084,8.716
139.7950,3.0280,-5.7594,-1.7091,6.728
139.8010,1.4954,-4.6550,-3.7016,6.132
139.8040,-3.3651,-4.1195,-9.4985,10.886
139.8080,-8.0055,-2.9100,-16.2915,18.384
139.8130,-8.8293,-0.8458,-18.5231,20.537
139.8160,-7.8349,1.0289,-16.9013,18.657
139.8260,-5.7606,2.2426,-12.7398,14.160
139.8300,-3.8594,2.3983,-7.6648,8.910
139.8470,-0.4886,2.5012,-4.5778,5.239
139.8880,2.4688,3.8138,-0.0907,4.544
139.8910,4.2027,3.7634,4.6402,7.305
139.8990,6.6731,4.1319,8.2275,11.371
139.9010,8.4945,4.7674,10.4007,14.250
139.9040,9.6532,5.0969,10.7787,15.341
139.9060,9.8523,4.8149,8.8534,14.094
139.9270,9.5277,3.6060,2.6271,10.521
139.9290,7.4821,1.5845,-6.6679,10.147
139.9310,4.7169,-0.2794,-12.7016,13.552
139.9430,4.0716,-1.6915,-11.8540,12.647
139.9980,4.3676,-2.2293,-9.1981,10.424
140.0150,4.3512,-2.2766,-9.2923,10.510
140.0200,3.5707,-1.5501,-3.5437,5.264
140.0240,2.2897,-0.5361,-2.2800,3.275
140.0260,2.1938,-0.4612,-2.2227,3.157
140.0310,0.4340,0.6463,-1.8641,2.020
140.0340,-4.0950,1.4951,-1.4288,4.588
140.0360,-6.0661,1.2986,-0.4153,6.217
140.0380,-6.9261,0.7565,0.8119,7.014
140.0480,-6.1505,-0.0941,1.8361,6.419
140.0510,-4.5363,-1.5106,3.4416,5.891
140.1130,-3.5188,-2.7429,4.4170,6.278
