time,ax,ay,az,aT
2.5230,-0.2526,0.0282,-0.1643,0.303
2.5330,-0.2394,0.0494,0.2061,0.320
2.5410,-0.2289,-0.0085,0.6235,0.664
2.5510,-0.0176,-0.0141,0.6722,0.673
2.5600,0.1370,0.1407,0.4061,0.451
2.5710,-0.1257,0.3089,0.2388,0.410
2.5810,-0.6931,0.4252,0.4587,0.934
2.5890,-0.8387,0.4451,0.5045,1.075
2.6040,-0.9630,0.4217,0.3242,1.100
2.6090,-0.8988,0.4173,-0.1767,1.007
2.6200,-0.7472,0.3443,-0.0700,0.826
2.6300,-1.0112,0.6565,0.3756,1.263
2.6390,-0.8649,0.4617,0.6117,1.156
2.6490,-0.8890,0.4543,0.6111,1.171
2.6620,0.1768,-0.2327,-0.5336,0.608
2.6700,0.7379,-0.3352,-1.0761,1.347
2.6820,1.1228,-0.5417,-1.6060,2.033
2.6910,1.3643,-0.7485,-1.7835,2.367
2.7010,1.5411,-0.8097,-1.2893,2.166
2.7080,1.5245,-0.7749,-0.6946,1.846
2.7200,1.3281,-0.6797,0.0621,1.493
2.7300,1.0041,-0.5714,0.6950,1.348
2.7390,0.6101,-0.4708,1.1262,1.365
2.7490,0.4257,-0.3587,1.4059,1.512
2.7590,0.3908,-0.3264,1.3660,1.458
2.7690,0.5057,-0.3082,1.0632,1.217
2.7840,0.7455,-0.2990,0.4012,0.898
2.7920,0.7456,-0.2520,-0.2091,0.814
2.8020,0.5982,-0.1372,-0.6506,0.894
2.8080,0.2859,-0.0045,-0.8387,0.886
2.8190,-0.0485,0.1202,-0.8158,0.826
2.8320,-0.3555,0.1838,-0.6333,0.749
2.8490,-0.5853,0.1939,-0.4701,0.775
2.8520,-0.7668,0.1402,-0.1958,0.804
2.8590,-0.7730,0.1409,0.0991,0.792
2.8680,-0.6049,0.1050,0.4296,0.749
2.8810,-0.4178,0.0517,0.6096,0.741
2.8880,-0.2232,-0.0354,0.7372,0.771
2.9000,-0.0427,-0.0694,0.7605,0.765
2.9080,0.1799,-0.0267,0.6863,0.710
2.9200,0.2703,-0.0162,0.4464,0.522
2.9300,0.2009,-0.0741,0.1723,0.275
2.9390,0.0675,-0.1132,-0.0864,0.158
2.9490,-0.1012,-0.1023,-0.2443,0.283
2.9590,-0.1962,-0.0518,-0.3127,0.373
2.9690,-0.1458,0.0298,-0.3612,0.391
2.9800,-0.0249,0.0437,-0.3053,0.309
2.9880,0.0410,-0.0205,-0.1257,0.134
3.0030,0.1146,-0.0504,0.0553,0.137
3.0090,0.1600,-0.0782,0.1266,0.219
3.0210,0.1755,-0.0970,0.1490,0.250
3.0300,0.1230,-0.1349,0.0868,0.202
3.0400,0.0692,-0.0769,0.0040,0.104
3.0480,0.1100,0.0311,-0.1256,0.170
3.0590,0.0387,0.0597,-0.1594,0.175
3.0690,-0.0871,-0.0008,-0.1691,0.190
3.0800,-0.1721,-0.0620,-0.1721,0.251
3.0900,-0.1828,-0.1050,-0.2065,0.295
3.1030,-0.0948,-0.1082,-0.1396,0.200
3.1080,0.0107,-0.0923,0.0296,0.097
3.1210,0.1346,-0.1002,0.0355,0.172
3.1290,0.1899,-0.0976,0.0903,0.232
3.1390,0.2094,-0.0829,0.1055,0.249
3.1500,0.1223,-0.1174,0.0596,0.180
3.1590,0.0165,-0.1360,-0.0566,0.148
3.1690,0.0054,-0.1010,-0.1292,0.164
3.1800,0.1271,-0.0305,-0.1259,0.181
3.1890,0.2119,-0.0513,-0.0985,0.239
3.2040,0.2587,-0.1209,-0.0018,0.286
3.2120,0.2894,-0.1222,0.0758,0.323
3.2210,0.2764,-0.0260,0.1741,0.328
3.2320,0.2184,0.0279,0.2309,0.319
3.2400,0.0661,0.0252,0.2312,0.242
3.2490,0.0006,-0.0007,0.1396,0.140
3.2600,-0.0630,0.0262,-0.0266,0.073
3.2700,-0.0106,0.0446,-0.2337,0.238
3.2810,-0.0777,0.1156,-0.2066,0.249
3.2910,-0.2559,0.1494,-0.0700,0.304
3.3020,-0.4163,0.1328,0.0259,0.438
3.3110,-0.4576,0.0898,0.0045,0.466
3.3210,-0.4269,0.0096,-0.1233,0.444
3.3400,-0.2898,-0.0586,-0.3935,0.492
3.3420,-0.0336,-0.0908,-0.5895,0.597
3.3500,0.1034,-0.0744,-0.4555,0.473
3.3610,0.1207,-0.0933,-0.2689,0.309
3.3700,0.1083,-0.0749,-0.1951,0.235
3.3810,-0.0023,-0.0709,-0.1074,0.129
3.3900,-0.1805,-0.0386,0.2223,0.289
3.4000,-0.1424,-0.0528,0.2663,0.307
3.4090,0.1244,-0.0361,0.0276,0.132
3.4220,0.3682,-0.0590,-0.2334,0.440
3.4290,0.4800,-0.1729,-0.4120,0.656
3.4420,0.3363,-0.1811,-0.3199,0.498
3.4510,0.0822,-0.1191,-0.1676,0.221
3.4590,-0.1259,-0.0592,0.0351,0.144
3.4710,-0.2541,-0.0022,0.3423,0.426
3.4810,-0.2159,0.0133,0.4193,0.472
3.4900,-0.0384,0.0559,0.2727,0.281
3.5010,0.0789,0.0230,0.0062,0.082
3.5100,0.1318,-0.0175,-0.0724,0.151
3.5200,0.1125,-0.0383,-0.0992,0.155
3.5300,-0.0129,-0.0278,-0.0505,0.059
3.5400,-0.1194,-0.0032,-0.0618,0.134
3.5510,-0.1949,0.0173,-0.1355,0.238
3.5610,-0.1802,0.0213,-0.1711,0.249
3.5710,-0.0878,0.0523,-0.1015,0.144
3.5820,-0.0258,0.0574,0.0755,0.098
3.5900,0.0460,0.0569,0.0932,0.118
3.6000,0.0910,0.0252,-0.0555,0.110
3.6100,0.0366,-0.0351,-0.1249,0.135
3.6200,-0.0077,-0.0349,-0.0144,0.039
3.6360,-0.0600,0.0272,0.0779,0.102
3.6430,-0.0515,0.0411,0.0623,0.091
3.6540,0.0547,0.0707,-0.0360,0.096
3.6600,0.1338,0.0544,-0.1534,0.211
3.6690,0.0430,0.0057,-0.1879,0.193
3.6850,-0.0114,-0.0521,-0.2347,0.241
3.6890,0.0083,-0.0437,-0.3093,0.313
3.7010,0.0638,-0.0131,-0.2266,0.236
3.7090,0.0565,-0.0315,-0.1411,0.155
3.7200,0.0599,-0.1083,0.0441,0.131
3.7330,-0.0011,-0.1245,0.2191,0.252
3.7410,-0.0793,-0.0364,0.4659,0.474
3.7500,-0.0494,0.0378,0.5240,0.528
3.7600,0.0825,0.0349,0.1569,0.181
3.7700,0.0790,-0.0149,-0.2372,0.250
3.7840,0.0248,-0.0236,-0.4441,0.445
3.7890,-0.1297,0.0167,-0.3638,0.387
3.8010,-0.3543,0.0962,-0.2287,0.432
3.8100,-0.4227,0.1414,-0.1924,0.485
3.8210,-0.2406,0.1286,-0.1569,0.315
3.8320,0.0367,0.0631,-0.1940,0.207
3.8570,0.2180,0.0069,-0.1740,0.279
3.8590,0.2067,-0.0062,-0.1470,0.254
3.8610,0.0568,0.0171,-0.0089,0.060
3.8690,-0.1613,0.0025,0.1316,0.208
3.8800,-0.2220,-0.0266,0.0677,0.234
3.8900,-0.1146,-0.0667,-0.0926,0.162
3.9010,0.0169,-0.0801,-0.1706,0.189
3.9090,-0.0672,-0.0748,-0.1248,0.160
3.9200,-0.1530,-0.0886,-0.1351,0.222
3.9300,-0.0788,0.0188,-0.1765,0.194
3.9410,0.1390,0.0914,-0.2682,0.316
3.9500,0.4440,0.0453,-0.4345,0.623
3.9600,0.5708,-0.1159,-0.4699,0.748
3.9690,0.4696,-0.1942,-0.3003,0.590
3.9850,0.2789,-0.1499,-0.0051,0.317
3.9900,-0.0754,-0.0239,0.2855,0.296
4.0010,-0.2460,0.1106,0.3559,0.447
4.0090,0.0657,0.1475,0.1723,0.236
4.0210,0.0612,0.1475,0.1720,0.235
4.0290,0.4190,-0.2728,-0.2604,0.564
4.0410,0.3791,-0.2837,-0.3284,0.576
4.0520,0.2211,-0.1592,-0.2592,0.376
4.0610,-0.0056,-0.0294,-0.1583,0.161
4.0700,-0.2841,0.0578,-0.0568,0.295
4.0810,-0.2919,0.0950,0.0359,0.309
4.0890,-0.1172,0.0919,0.1165,0.189
4.1020,0.0060,0.0186,0.0452,0.049
4.1110,0.0665,-0.0669,-0.1118,0.146
4.1210,0.1375,-0.0471,-0.2516,0.291
4.1290,0.1434,-0.0067,-0.4258,0.449
4.1420,-0.0042,-0.0354,-0.4345,0.436
4.1490,-0.0634,-0.0016,-0.3035,0.310
4.1600,0.0168,0.0175,-0.1491,0.151
4.1690,0.0959,0.0057,0.0384,0.103
4.1820,0.0785,-0.0178,0.0856,0.117
4.1890,0.0526,-0.0238,-0.0013,0.058
4.2010,0.0341,0.0073,-0.0375,0.051
4.2090,0.0195,0.0075,-0.0194,0.029
4.2250,0.0370,-0.0200,0.0024,0.042
4.2300,0.0263,0.0001,0.0160,0.031
4.2410,-0.0638,-0.0388,0.1267,0.147
4.2520,-0.1574,-0.0648,0.3165,0.359
4.2600,-0.0793,-0.0412,0.4742,0.483
4.2680,0.2157,0.0313,0.2406,0.325
4.2820,0.3924,0.0232,-0.3599,0.533
4.2880,0.3638,-0.0135,-1.9400,1.974
4.3000,0.0456,0.2262,-2.7836,2.793
4.3080,-0.3124,-0.1789,-0.6538,0.746
4.3200,-0.7860,-0.3864,0.5951,1.059
4.3280,-1.3177,-0.1817,1.2427,1.820
4.3410,-1.3276,0.1125,1.8399,2.272
4.3520,-0.1806,0.4608,1.6661,1.738
4.3600,0.9683,0.5173,0.6363,1.269
4.3700,0.7624,0.2293,-0.7498,1.094
4.3850,0.0713,-0.0890,-2.1618,2.165
4.3900,0.4623,-0.1745,-1.9856,2.046
4.4010,0.4593,-0.2427,-1.0028,1.129
4.4100,0.1945,-0.1960,-0.0484,0.280
4.4200,-0.0582,-0.0117,0.8208,0.823
4.4300,-0.2090,0.1613,1.1704,1.200
4.4400,-0.2707,0.1760,0.8967,0.953
4.4570,-0.1854,0.0498,0.4563,0.495
4.4820,0.0538,-0.0923,0.0702,0.128
4.4820,0.2607,-0.1054,-0.1457,0.317
4.4830,0.2976,-0.0652,-0.3508,0.465
4.4890,0.2044,-0.0177,-0.5690,0.605
4.5020,0.0300,-0.0386,-0.7464,0.748
4.5080,-0.0427,-0.0231,-0.6345,0.636
4.5190,-0.0653,-0.0204,-0.4077,0.413
4.5280,-0.0554,-0.0119,-0.0383,0.068
4.5410,-0.0289,-0.0094,0.2002,0.203
4.5490,-0.0462,-0.0459,0.2658,0.274
4.5600,-0.0866,-0.0985,0.2122,0.249
4.5690,-0.1220,-0.1171,0.1372,0.218
4.5850,-0.0521,-0.0811,-0.0942,0.135
4.5880,0.0445,-0.0323,-0.4006,0.404
4.6060,0.0712,-0.0247,-0.5019,0.508
4.6110,0.0028,-0.0600,-0.4124,0.417
4.6230,-0.0744,-0.1030,-0.2427,0.274
4.6340,-0.0750,-0.0870,-0.0838,0.142
4.6420,0.0034,-0.0115,0.0288,0.031
4.6690,0.0920,0.1027,-0.0086,0.138
4.6700,0.0747,0.1010,0.0018,0.126
4.6710,0.0377,0.0156,0.0542,0.068
4.6810,0.0644,-0.0432,0.0720,0.106
4.6890,0.1062,-0.0614,0.0182,0.124
4.7110,0.0758,-0.0427,-0.0735,0.114
4.7140,0.0615,0.0164,-0.1971,0.207
4.7280,0.0578,0.0132,-0.2246,0.232
4.7320,0.0278,-0.0395,-0.1347,0.143
4.7400,-0.0052,-0.0760,-0.1109,0.135
4.7610,0.0039,-0.0831,-0.1185,0.145
4.7670,0.0468,-0.0604,-0.1442,0.163
4.7710,0.0983,-0.0111,-0.1449,0.175
4.7830,0.1049,-0.0053,-0.0955,0.142
4.8080,0.0329,-0.0542,-0.0405,0.075
4.8190,-0.0466,-0.0854,-0.0371,0.104
4.8250,-0.0521,-0.0663,-0.0708,0.110
4.8280,-0.0282,-0.0650,-0.1245,0.143
4.8370,-0.0612,-0.0505,-0.1395,0.160
4.9090,-0.0364,0.0093,-0.1146,0.121
4.9100,-0.0345,0.0364,-0.0860,0.100
4.9100,-0.0932,0.0160,-0.0073,0.095
4.9100,-0.1117,0.0116,-0.0234,0.115
4.9110,-0.1034,0.0156,-0.1101,0.152
4.9110,-0.0980,0.0202,-0.1607,0.189
4.9120,-0.0661,0.0337,-0.1143,0.136
4.9120,-0.0540,0.0144,-0.1086,0.122
4.9190,-0.0084,0.0276,-0.0635,0.070
4.9280,-0.0016,0.0605,-0.1084,0.124
4.9430,-0.0703,0.0605,-0.1128,0.146
4.9870,-0.0646,0.0656,-0.0801,0.122
4.9880,-0.0363,0.0724,-0.0260,0.085
4.9880,-0.0155,0.0421,-0.0054,0.045
4.9890,-0.0511,-0.0354,0.0895,0.109
4.9890,-0.0520,-0.0337,0.0889,0.108
5.0030,0.0318,-0.0769,-0.0906,0.123
5.0210,0.1362,-0.0592,-0.2682,0.307
5.0230,0.1749,-0.0312,-0.3640,0.405
5.0320,0.0829,-0.0451,-0.3101,0.324
5.0540,-0.0889,-0.0787,-0.1431,0.186
5.0560,-0.1161,-0.0888,0.0159,0.147
5.0730,-0.0365,-0.0983,0.1058,0.149
5.0760,0.0457,-0.0912,0.0179,0.104
5.0880,0.1462,-0.1048,-0.1741,0.250
5.0920,0.2140,-0.1366,-0.2871,0.383
5.1030,0.2443,-0.1372,-0.2231,0.358
5.1180,0.2369,-0.0581,-0.0407,0.247
5.1340,0.1956,-0.0021,0.1283,0.234
5.1390,0.0926,0.0236,0.1946,0.217
5.1400,0.0687,0.0064,0.0424,0.081
5.1520,0.0270,-0.0256,-0.2092,0.212
5.1690,0.0425,-0.0263,-0.3486,0.352
5.1700,0.0323,0.0060,-0.3080,0.310
5.1870,-0.0172,0.0282,-0.2041,0.207
5.1900,-0.0703,0.0025,-0.0744,0.102
5.2030,-0.0835,0.0003,0.0593,0.102
5.2180,-0.0325,-0.0158,0.1563,0.160
5.2220,0.0183,-0.0238,0.1246,0.128
5.2400,0.0515,-0.0291,0.0379,0.070
5.2460,0.0215,-0.0155,-0.0316,0.041
5.2570,-0.0202,0.0040,-0.0710,0.074
5.2600,-0.0529,-0.0139,-0.0766,0.094
5.2710,-0.1231,-0.0115,-0.0810,0.148
5.2790,-0.0809,-0.0054,-0.0686,0.106
5.2890,-0.0285,-0.0090,-0.1101,0.114
5.3040,-0.0459,-0.0241,-0.1633,0.171
5.3090,0.0123,-0.0295,-0.1708,0.174
5.3220,0.0676,-0.0296,-0.1794,0.194
5.3290,0.0907,-0.0504,-0.2227,0.246
5.3470,0.0643,-0.0686,-0.3033,0.318
5.3530,0.0421,-0.0478,-0.4009,0.406
5.3730,-0.0020,-0.0680,-0.3969,0.403
5.3740,0.0648,-0.0806,-0.4210,0.434
5.3790,0.0208,-0.0950,-0.4115,0.423
5.3890,0.1040,-0.1191,-0.4948,0.519
5.4050,0.0282,-0.2178,-0.4911,0.538
5.4090,-0.0536,-0.2015,-0.3323,0.392
5.4230,-0.1132,-0.0765,0.0234,0.139
5.4290,-0.6949,0.1886,0.2425,0.760
5.4400,0.0351,0.4968,0.2226,0.546
5.4620,0.1509,0.3033,0.2863,0.443
5.4700,-0.3840,-0.1060,0.0914,0.409
5.4700,-0.5776,-0.2639,-0.0200,0.635
5.4800,-0.2010,-0.0473,0.0860,0.224
5.4890,0.2507,0.2015,0.0834,0.332
5.5050,0.4220,0.2129,0.0895,0.481
5.5080,0.2443,0.0267,0.0382,0.249
5.5200,0.0758,-0.1400,-0.0247,0.161
5.5280,0.1044,-0.1274,-0.1447,0.219
5.5420,0.1887,-0.0601,-0.1794,0.267
5.5540,0.1666,-0.0715,-0.1377,0.228
5.5600,0.0865,-0.1288,-0.1094,0.190
5.5720,0.0344,-0.1529,-0.1161,0.195
5.5820,0.0558,-0.1565,-0.0752,0.182
5.5890,0.0459,-0.1447,-0.1470,0.211
5.6040,0.0559,-0.1276,-0.2178,0.259
5.6090,0.0585,-0.1468,-0.2453,0.292
5.6190,0.0863,-0.1504,-0.2298,0.288
5.6280,0.1339,-0.1271,-0.2193,0.287
5.6400,0.5613,-0.1277,0.2711,0.636
5.6500,0.7885,-0.1815,0.7298,1.090
5.6600,0.5863,-0.2874,0.4542,0.795
5.6740,0.3095,-0.1866,-0.0934,0.373
5.6790,0.1030,-0.0735,-0.5325,0.547
5.6890,-0.0318,0.0335,-0.7358,0.737
5.7020,-0.3199,0.0378,-0.7551,0.821
5.7090,-0.3725,0.1028,-0.6473,0.754
5.7190,-0.1853,0.1936,-0.4605,0.533
5.7290,-0.2096,0.1251,-0.2773,0.369
5.7400,-0.2768,-0.0297,-0.0910,0.293
5.7690,-0.2079,-0.1317,0.1715,0.300
5.7750,-0.0221,-0.1100,0.2902,0.311
5.7840,0.0792,-0.0850,0.3097,0.331
5.7870,0.0660,-0.0531,0.3191,0.330
5.7900,-0.0678,0.0128,0.1136,0.133
5.8020,-0.1575,0.0990,-0.1033,0.213
5.8090,-0.4023,0.1992,-0.4490,0.635
5.8210,-0.3549,0.2428,-0.6366,0.768
5.8290,-0.2805,0.2308,-0.5142,0.630
5.8470,-0.1717,0.1507,-0.3527,0.420
5.8500,-0.1028,0.0471,-0.1667,0.201
5.8600,-0.0259,-0.0287,-0.0936,0.101
5.8700,0.0436,-0.1257,-0.1691,0.215
5.8810,0.1330,-0.1825,-0.1027,0.248
5.8890,0.2363,-0.1852,-0.0421,0.303
5.9020,0.3672,-0.1397,-0.0244,0.394
5.9080,0.4051,-0.1813,-0.0616,0.448
5.9230,0.3820,-0.2024,-0.0292,0.433
5.9300,0.3455,-0.1367,-0.1667,0.407
5.9430,0.0675,-0.1066,-0.5830,0.597
5.9500,-0.2689,-0.0400,-0.8800,0.921
5.9710,-0.3674,0.0445,-1.1631,1.221
5.9750,-0.4417,0.0790,-1.3112,1.386
5.9830,-0.1520,0.1165,-1.2149,1.230
5.9920,0.1479,0.0701,-0.8171,0.833
6.0020,0.2222,-0.0568,-0.1703,0.286
6.0090,0.1132,-0.1676,0.3353,0.392
6.0330,-0.0387,-0.2487,1.0233,1.054
6.0350,0.0634,-0.2327,1.8509,1.867
6.0400,0.3103,-0.1823,1.9189,1.952
6.0500,0.5501,-0.0594,1.5331,1.630
6.0620,0.4929,-0.1650,0.8036,0.957
6.0710,0.1881,-0.2785,0.3430,0.480
6.0810,-0.4001,-0.4521,-0.2530,0.655
6.0890,-0.3092,-0.3905,-0.7004,0.859
6.1000,0.2738,-0.3164,-1.0763,1.155
6.1090,0.5287,-0.3209,-1.0727,1.238
6.1200,0.6882,-0.1634,-0.1531,0.724
6.1290,0.4959,-0.1813,0.8099,0.967
6.1410,-0.0238,-0.2234,1.8177,1.832
6.1490,-0.1618,-0.2142,1.8638,1.883
6.1600,0.0756,-0.3169,1.0749,1.123
6.1720,0.4938,-0.3862,0.2508,0.675
6.1810,0.5845,-0.4351,0.0196,0.729
6.1900,0.4535,-0.3380,-0.0548,0.568
6.2010,0.1666,-0.0416,-0.4896,0.519
6.2110,0.4803,0.3012,-1.0060,1.155
6.2220,0.6544,0.3292,-1.1805,1.389
6.2350,0.0880,0.0205,-1.3851,1.388
6.2400,-0.3280,-0.1926,-1.0466,1.114
6.2500,-0.3614,-0.3730,-0.3704,0.638
6.2620,-0.2418,-0.5674,0.0087,0.617
6.2690,0.1080,-0.5029,0.2577,0.575
6.2810,0.2512,-0.2590,0.3202,0.482
6.2920,0.2498,0.0470,0.4143,0.486
6.3000,0.2730,0.2202,0.4552,0.575
6.3100,-0.1001,0.2391,0.2965,0.394
6.3290,-0.2475,0.1402,0.2007,0.348
6.3340,-0.0115,0.1027,0.0611,0.120
6.3420,0.4924,0.1795,-0.0746,0.529
6.3510,0.3739,0.0091,0.4407,0.578
6.3640,-0.1055,-0.1329,0.8745,0.891
6.3730,0.4209,0.4632,0.6541,0.905
6.3810,0.3873,0.3567,0.4734,0.708
6.3890,0.0086,0.1674,0.7535,0.772
6.4000,-0.0917,-0.3213,0.7805,0.849
6.4090,0.3273,-0.6585,0.0788,0.740
6.4210,0.8654,-0.7640,-0.4130,1.226
6.4290,1.1176,-0.7273,-0.7587,1.534
6.4450,0.9324,-0.5670,-0.7809,1.342
6.4490,0.6202,-0.3877,-0.4270,0.847
6.4610,0.5649,-0.3023,-0.1397,0.656
6.4720,0.6500,-0.2663,0.1061,0.710
6.4810,0.6682,-0.2933,0.4487,0.857
6.4900,0.7004,-0.4607,0.7568,1.129
6.5000,0.8022,-0.5331,0.5518,1.110
6.5110,0.8967,-0.6020,0.0645,1.082
6.5230,0.8758,-0.6011,0.0672,1.064
6.5300,0.4273,-0.7128,-1.2518,1.503
6.5420,0.1555,-0.7238,-1.3867,1.572
6.5490,0.1037,-0.5670,-1.2253,1.354
6.5670,0.2061,-0.2914,-0.7008,0.786
6.5690,0.1362,-0.0918,0.0733,0.180
6.5810,0.3698,0.0326,0.6793,0.774
6.5890,0.4295,0.0270,0.7145,0.834
6.6000,0.3856,0.0653,0.4063,0.564
6.6090,0.3681,0.1674,0.3019,0.505
6.6210,0.4725,0.2807,0.1331,0.565
6.6310,0.4678,0.2582,-0.0948,0.543
6.6420,0.5711,0.1529,-0.1953,0.623
6.6540,0.6537,0.1132,-0.0764,0.668
6.6600,0.5582,0.1114,0.2480,0.621
6.6760,0.3951,-0.0018,0.3981,0.561
6.6810,0.1049,-0.1336,0.3382,0.379
6.6910,-0.0586,-0.2491,0.2381,0.350
6.7020,-0.1555,-0.4077,-0.0461,0.439
6.7080,0.1437,-0.1241,-0.2131,0.285
6.7200,0.8706,0.2206,-0.5391,1.048
6.7280,1.3971,0.4160,-0.4967,1.540
6.7430,1.5299,0.9024,0.0921,1.779
6.7490,1.3029,1.0259,1.5180,2.248
6.7600,1.4112,1.0360,0.2372,1.767
6.7740,1.3293,0.8948,-1.7066,2.341
6.7810,0.2601,0.2259,-3.2638,3.282
6.7900,-0.8445,-0.6140,-3.0029,3.179
6.7990,-0.9449,-0.8307,-2.8318,3.099
6.8100,-0.7437,-0.6633,-1.8644,2.114
6.8200,-0.4578,-0.2119,-0.9769,1.099
6.8280,-0.3483,0.2109,-0.3601,0.544
6.8430,-0.0236,0.4821,-0.1599,0.508
6.8540,0.2332,0.4163,-0.1953,0.516
6.8600,0.1314,0.2228,-0.2706,0.374
6.8890,0.0522,-0.0639,-0.4666,0.474
6.8930,0.0209,-0.2665,-0.7151,0.763
6.8950,-0.0168,-0.4373,-1.0187,1.109
6.9010,-0.1936,-0.5264,-1.1866,1.312
6.9100,-0.4501,-0.7241,-1.3596,1.605
6.9220,-0.9219,-0.8120,-1.3493,1.825
6.9300,-1.0468,-0.9427,-0.8008,1.620
6.9450,-0.8662,-0.9047,-0.2142,1.271
6.9490,-0.8039,-0.6819,0.5410,1.185
6.9770,-0.4418,-0.4567,1.0255,1.206
6.9780,-0.0488,-0.1894,1.2060,1.222
6.9800,0.1059,0.0848,0.8774,0.888
6.9920,0.0142,0.4398,0.3061,0.536
7.0000,-0.2121,0.6520,-0.0389,0.687
7.0090,0.6262,0.8497,-0.0311,1.056
7.0320,1.4600,1.2138,0.4317,1.947
7.0470,0.9237,1.2060,0.5755,1.624
7.0490,0.8627,1.1697,0.5856,1.567
7.0500,0.2659,0.7156,0.1734,0.783
7.0600,-0.0046,0.4940,-0.3045,0.580
7.0710,-0.2810,0.3570,-0.6399,0.785
7.0800,-1.0658,0.2872,-0.2451,1.131
7.0910,-0.9404,0.0021,-0.1158,0.947
7.0990,-0.6342,-0.2212,-0.3396,0.753
7.1100,-0.4810,-0.1262,-0.8710,1.003
7.1220,-0.4582,0.0041,-1.3780,1.452
7.1290,-0.3478,0.0722,-1.4984,1.540
7.1520,-0.2516,0.1327,-1.4188,1.447
7.1620,-0.3157,0.0950,-1.1498,1.196
7.1620,-0.5128,0.0109,-0.6509,0.829
7.1750,-0.8300,-0.0970,-0.1899,0.857
7.1800,-1.2497,-0.2879,0.0874,1.285
7.1890,-1.4685,-0.4223,0.3416,1.566
7.2010,-1.4758,-0.4794,0.4200,1.608
7.2090,-1.5725,-0.3970,0.4350,1.679
7.2200,-1.4325,-0.2974,0.2708,1.488
7.2300,-1.2080,-0.1992,0.1961,1.240
7.2410,-1.0409,-0.0869,0.1626,1.057
7.2490,-0.8256,-0.0059,0.0719,0.829
7.2640,-0.8026,0.1691,-0.0137,0.820
7.2720,-0.7041,0.3529,-0.2095,0.815
7.2810,-0.5731,0.5844,-0.1622,0.834
