time,gFx,gFy,gFz,TgF
27.698000,0.2428,-0.9499,0.1163,0.987
27.719000,0.2549,-0.9438,0.1162,0.984
27.720000,0.2632,-0.9422,0.1121,0.985
27.721000,0.2657,-0.9431,0.1104,0.986
27.721000,0.2650,-0.9427,0.1049,0.985
27.722000,0.2707,-0.9413,0.1000,0.985
27.728000,0.2825,-0.9353,0.0976,0.982
27.732000,0.2889,-0.9319,0.1000,0.981
27.739000,0.2895,-0.9300,0.1011,0.979
27.742000,0.2835,-0.9301,0.0994,0.977
27.748000,0.2778,-0.9306,0.0958,0.976
27.753000,0.2700,-0.9285,0.0881,0.971
27.759000,0.2686,-0.9289,0.0804,0.970
27.762000,0.2647,-0.9284,0.0704,0.968
27.768000,0.2557,-0.9336,0.0588,0.970
27.773000,0.2415,-0.9456,0.0434,0.977
27.778000,0.2295,-0.9563,0.0325,0.984
27.783000,0.2160,-0.9688,0.0235,0.993
27.801000,0.2060,-0.9786,0.0156,1.000
27.805000,0.1954,-0.9902,0.0127,1.009
27.807000,0.1881,-0.9982,0.0066,1.016
27.837000,0.1792,-1.0052,0.0035,1.021
27.843000,0.1698,-1.0102,-0.0024,1.024
27.844000,0.1582,-1.0158,-0.0103,1.028
27.846000,0.1446,-1.0201,-0.0226,1.031
27.848000,0.1347,-1.0207,-0.0340,1.030
27.850000,0.1318,-1.0150,-0.0412,1.024
27.853000,0.1217,-1.0130,-0.0533,1.022
27.856000,0.1170,-1.0051,-0.0594,1.014
27.858000,0.1230,-0.9914,-0.0577,1.001
27.860000,0.1313,-0.9786,-0.0514,0.989
27.862000,0.1394,-0.9688,-0.0374,0.979
27.864000,0.1463,-0.9616,-0.0189,0.973
27.865000,0.1551,-0.9518,0.0101,0.964
27.870000,0.1633,-0.9485,0.0349,0.963
27.872000,0.1713,-0.9450,0.0597,0.962
27.878000,0.1781,-0.9472,0.0822,0.967
27.882000,0.1841,-0.9565,0.1013,0.979
27.888000,0.1897,-0.9649,0.1101,0.989
27.892000,0.1934,-0.9716,0.1141,0.997
27.898000,0.1947,-0.9773,0.1108,1.003
27.907000,0.1940,-0.9772,0.1057,1.002
27.907000,0.1899,-0.9734,0.0978,0.997
27.912000,0.1856,-0.9675,0.0903,0.989
27.924000,0.1826,-0.9613,0.0829,0.982
27.927000,0.1798,-0.9521,0.0778,0.972
27.933000,0.1770,-0.9434,0.0750,0.963
27.934000,0.1731,-0.9394,0.0755,0.958
27.940000,0.1677,-0.9375,0.0760,0.955
27.942000,0.1616,-0.9330,0.0785,0.950
27.947000,0.1533,-0.9260,0.0860,0.943
27.954000,0.1463,-0.9187,0.0897,0.935
27.958000,0.1364,-0.9107,0.0927,0.925
27.962000,0.1235,-0.9060,0.0955,0.919
27.968000,0.1119,-0.9042,0.0980,0.916
27.973000,0.0977,-0.9135,0.1031,0.924
27.978000,0.0884,-0.9302,0.1074,0.941
27.983000,0.0877,-0.9576,0.1101,0.968
27.996000,0.0910,-0.9871,0.1098,0.997
27.998000,0.1018,-1.0213,0.1040,1.032
27.999000,0.1147,-1.0420,0.0954,1.053
28.027000,0.1241,-1.0577,0.0805,1.068
28.029000,0.1340,-1.0687,0.0645,1.079
28.030000,0.1466,-1.0724,0.0432,1.083
28.031000,0.1555,-1.0687,0.0315,1.080
28.033000,0.1654,-1.0547,0.0226,1.068
28.034000,0.1804,-1.0329,0.0171,1.049
28.035000,0.1998,-1.0083,0.0156,1.028
28.043000,0.2253,-0.9800,0.0170,1.006
28.045000,0.2397,-0.9651,0.0194,0.995
28.047000,0.2497,-0.9539,0.0230,0.986
28.055000,0.2573,-0.9497,0.0220,0.984
28.058000,0.2697,-0.9477,0.0205,0.986
28.062000,0.2795,-0.9497,0.0103,0.990
28.068000,0.2944,-0.9543,-0.0007,0.999
28.073000,0.3092,-0.9591,-0.0151,1.008
28.078000,0.3255,-0.9666,-0.0268,1.020
28.082000,0.3358,-0.9721,-0.0395,1.029
28.095000,0.3400,-0.9770,-0.0458,1.035
28.097000,0.3356,-0.9769,-0.0480,1.034
28.099000,0.3186,-0.9776,-0.0442,1.029
28.127000,0.2883,-0.9782,-0.0324,1.020
28.129000,0.2632,-0.9788,-0.0208,1.014
28.131000,0.2416,-0.9760,-0.0106,1.006
28.132000,0.2239,-0.9720,0.0007,0.997
28.133000,0.2041,-0.9672,0.0093,0.989
28.134000,0.1893,-0.9661,0.0166,0.985
28.136000,0.1760,-0.9648,0.0208,0.981
28.140000,0.1693,-0.9638,0.0280,0.979
28.143000,0.1663,-0.9631,0.0343,0.978
28.147000,0.1634,-0.9618,0.0470,0.977
28.155000,0.1599,-0.9633,0.0588,0.978
28.158000,0.1557,-0.9659,0.0724,0.981
28.162000,0.1515,-0.9695,0.0855,0.985
28.168000,0.1516,-0.9750,0.0977,0.992
28.173000,0.1518,-0.9784,0.1021,0.995
28.178000,0.1533,-0.9847,0.1038,1.002
28.182000,0.1528,-0.9875,0.1025,1.004
28.195000,0.1468,-0.9940,0.0911,1.009
28.196000,0.1412,-0.9974,0.0829,1.011
28.199000,0.1324,-0.9988,0.0701,1.010
28.224000,0.1283,-0.9982,0.0580,1.008
28.226000,0.1274,-0.9971,0.0462,1.006
28.228000,0.1270,-0.9929,0.0331,1.002
28.229000,0.1274,-0.9920,0.0263,1.000
28.230000,0.1278,-0.9881,0.0219,0.997
28.231000,0.1330,-0.9815,0.0239,0.991
28.232000,0.1428,-0.9728,0.0325,0.984
28.238000,0.1515,-0.9665,0.0370,0.979
28.243000,0.1566,-0.9598,0.0379,0.973
28.247000,0.1577,-0.9572,0.0333,0.971
28.255000,0.1579,-0.9562,0.0277,0.970
28.258000,0.1589,-0.9573,0.0170,0.971
28.262000,0.1566,-0.9605,0.0059,0.973
28.267000,0.1537,-0.9626,-0.0068,0.975
28.273000,0.1479,-0.9654,-0.0238,0.977
28.278000,0.1341,-0.9672,-0.0414,0.977
28.282000,0.1224,-0.9678,-0.0511,0.977
28.299000,0.1104,-0.9671,-0.0579,0.975
28.303000,0.0982,-0.9695,-0.0592,0.976
28.305000,0.0834,-0.9805,-0.0574,0.986
28.307000,0.0730,-0.9943,-0.0578,0.999
28.311000,0.0655,-1.0098,-0.0662,1.014
28.315000,0.0585,-1.0262,-0.0817,1.031
28.327000,0.0570,-1.0363,-0.1062,1.043
28.327000,0.0530,-1.0499,-0.1416,1.061
28.328000,0.0493,-1.0561,-0.1714,1.071
28.332000,0.0502,-1.0552,-0.1962,1.074
28.338000,0.0540,-1.0489,-0.2156,1.072
28.342000,0.0641,-1.0371,-0.2250,1.063
28.348000,0.0723,-1.0245,-0.2180,1.050
28.352000,0.0800,-1.0087,-0.1998,1.031
28.359000,0.0849,-0.9943,-0.1774,1.014
28.362000,0.0869,-0.9781,-0.1435,0.992
28.368000,0.0861,-0.9571,-0.0989,0.966
28.375000,0.0872,-0.9434,-0.0652,0.950
28.381000,0.0897,-0.9347,-0.0332,0.940
28.382000,0.0933,-0.9274,-0.0104,0.932
28.406000,0.0977,-0.9170,0.0109,0.922
28.407000,0.0971,-0.9118,0.0194,0.917
28.408000,0.0961,-0.9093,0.0202,0.915
28.408000,0.0889,-0.9071,0.0098,0.912
28.409000,0.0745,-0.9078,-0.0117,0.911
28.413000,0.0629,-0.9108,-0.0351,0.914
28.432000,0.0529,-0.9163,-0.0655,0.920
28.434000,0.0462,-0.9238,-0.0998,0.930
28.437000,0.0363,-0.9385,-0.1340,0.949
28.438000,0.0298,-0.9589,-0.1779,0.976
28.441000,0.0224,-0.9830,-0.2099,1.005
28.444000,0.0173,-1.0064,-0.2425,1.035
28.448000,0.0109,-1.0355,-0.2698,1.070
28.452000,0.0026,-1.0690,-0.2995,1.110
28.458000,0.0011,-1.0935,-0.3161,1.138
28.462000,0.0027,-1.1181,-0.3277,1.165
28.468000,0.0081,-1.1419,-0.3294,1.188
28.475000,0.0154,-1.1678,-0.3375,1.216
28.478000,0.0282,-1.1840,-0.3229,1.228
28.482000,0.0410,-1.1945,-0.3032,1.233
28.497000,0.0594,-1.2022,-0.2834,1.237
28.498000,0.0886,-1.2068,-0.2453,1.235
28.499000,0.1179,-1.2087,-0.2025,1.231
28.502000,0.1452,-1.2099,-0.1709,1.231
28.508000,0.1677,-1.2149,-0.1606,1.237
28.512000,0.1655,-1.2119,-0.1206,1.229
28.518000,0.1432,-1.1997,-0.1752,1.221
28.523000,0.1445,-1.1862,-0.2883,1.229
28.527000,0.1369,-1.1706,-0.3696,1.235
28.532000,0.1248,-1.1585,-0.3492,1.216
28.540000,0.1136,-1.1486,-0.2563,1.182
28.543000,0.0978,-1.1412,-0.1851,1.160
28.547000,0.1031,-1.1410,-0.1742,1.159
28.553000,0.1200,-1.1471,-0.1896,1.169
28.558000,0.1416,-1.1628,-0.2024,1.189
28.562000,0.1604,-1.2102,-0.2226,1.241
28.568000,0.1427,-1.2653,-0.1946,1.288
28.583000,0.1452,-1.3102,-0.2053,1.334
28.586000,0.1686,-1.3265,-0.2443,1.359
28.588000,0.2084,-1.3256,-0.2678,1.368
28.590000,0.2141,-1.3205,-0.2333,1.358
28.593000,0.1934,-1.3119,-0.1983,1.341
28.598000,0.1446,-1.3052,-0.1779,1.325
28.602000,0.0829,-1.3011,-0.2038,1.320
28.607000,0.0269,-1.2835,-0.3340,1.326
28.612000,-0.0216,-1.2654,-0.4746,1.352
28.618000,-0.0485,-1.2560,-0.5661,1.378
28.623000,-0.0568,-1.2489,-0.6073,1.390
28.627000,-0.0490,-1.2358,-0.6226,1.385
28.632000,-0.0020,-1.2122,-0.5646,1.337
28.639000,0.0561,-1.1800,-0.4603,1.268
28.642000,0.0911,-1.1484,-0.3453,1.203
28.648000,0.1197,-1.0869,-0.2458,1.121
28.652000,0.1557,-1.0431,-0.1527,1.066
28.658000,0.1736,-1.0031,-0.1026,1.023
28.662000,0.1709,-0.9605,-0.0777,0.979
28.668000,0.1521,-0.9252,-0.0757,0.941
28.677000,0.1314,-0.8800,-0.0817,0.893
28.680000,0.1054,-0.8490,-0.0888,0.860
28.691000,0.0660,-0.8292,-0.0826,0.836
28.698000,0.0165,-0.8259,-0.0906,0.831
28.702000,-0.0208,-0.8192,-0.1156,0.828
28.705000,-0.0410,-0.8145,-0.1467,0.829
28.724000,-0.0660,-0.8226,-0.1665,0.842
28.727000,-0.0836,-0.8221,-0.2089,0.852
28.729000,-0.0932,-0.8260,-0.2425,0.866
28.731000,-0.0911,-0.8260,-0.2904,0.880
28.732000,-0.0805,-0.8261,-0.2971,0.882
28.733000,-0.0625,-0.8154,-0.3108,0.875
28.734000,-0.0551,-0.8093,-0.3121,0.869
28.738000,-0.0319,-0.7895,-0.3161,0.851
28.743000,-0.0344,-0.7743,-0.3123,0.836
28.748000,-0.0435,-0.7548,-0.3082,0.816
28.752000,-0.0671,-0.7315,-0.3017,0.794
28.758000,-0.0309,-0.7021,-0.3026,0.765
28.762000,-0.0272,-0.6754,-0.2996,0.739
28.768000,-0.0238,-0.6500,-0.3006,0.717
28.775000,-0.0241,-0.6319,-0.2996,0.700
28.779000,-0.0099,-0.6049,-0.3077,0.679
28.782000,0.0195,-0.5320,-0.3517,0.638
28.793000,0.0292,-0.5064,-0.2741,0.577
28.794000,0.0730,-0.4859,-0.2371,0.546
28.798000,0.1303,-0.4481,-0.2257,0.518
28.802000,0.0777,-0.4325,-0.2806,0.521
28.808000,0.0579,-0.4446,-0.3345,0.559
28.812000,0.0596,-0.4526,-0.3827,0.596
28.819000,0.0407,-0.4694,-0.4173,0.629
28.825000,0.0255,-0.4813,-0.4420,0.654
28.828000,0.0114,-0.5031,-0.4725,0.690
28.833000,-0.0171,-0.5195,-0.4907,0.715
28.845000,-0.0309,-0.5350,-0.5086,0.739
28.849000,-0.0319,-0.5535,-0.5163,0.758
28.851000,-0.0665,-0.5926,-0.5082,0.783
28.854000,-0.0840,-0.6104,-0.5068,0.798
28.861000,-0.1041,-0.6291,-0.4990,0.810
28.865000,-0.1222,-0.6455,-0.4878,0.818
28.868000,-0.1534,-0.6618,-0.4868,0.836
28.877000,-0.1660,-0.6769,-0.4914,0.853
28.880000,-0.1614,-0.6797,-0.5162,0.869
28.883000,-0.1619,-0.6793,-0.5446,0.886
28.894000,-0.1763,-0.6721,-0.5592,0.892
28.894000,-0.1908,-0.6734,-0.5567,0.894
28.898000,-0.1981,-0.6674,-0.5565,0.891
28.903000,-0.2028,-0.6560,-0.5552,0.883
28.920000,-0.2055,-0.6383,-0.5520,0.869
28.921000,-0.2190,-0.6213,-0.5367,0.850
28.933000,-0.2339,-0.6125,-0.5356,0.847
28.934000,-0.2404,-0.5994,-0.5385,0.841
28.938000,-0.2587,-0.5970,-0.5487,0.851
28.938000,-0.2785,-0.6012,-0.5639,0.870
28.942000,-0.2867,-0.6060,-0.5835,0.889
28.943000,-0.2878,-0.6119,-0.5960,0.901
28.948000,-0.2866,-0.6177,-0.6209,0.922
28.952000,-0.2790,-0.6241,-0.6419,0.938
28.958000,-0.2562,-0.6303,-0.6744,0.958
28.962000,-0.2365,-0.6335,-0.7082,0.979
28.967000,-0.2239,-0.6402,-0.7324,0.998
28.972000,-0.2006,-0.6444,-0.7478,1.007
28.978000,-0.1671,-0.6523,-0.7599,1.015
28.982000,-0.1484,-0.6582,-0.7657,1.021
28.990000,-0.1433,-0.6665,-0.7724,1.030
28.992000,-0.1488,-0.6781,-0.7779,1.043
28.998000,-0.1638,-0.6896,-0.7701,1.047
29.002000,-0.1909,-0.6996,-0.7571,1.048
29.018000,-0.2099,-0.6983,-0.7481,1.045
29.022000,-0.2408,-0.6994,-0.7365,1.044
29.025000,-0.2692,-0.7005,-0.7217,1.041
29.026000,-0.2910,-0.6922,-0.7128,1.035
29.051000,-0.3061,-0.6793,-0.6941,1.018
29.051000,-0.3204,-0.6716,-0.6743,1.004
29.052000,-0.3324,-0.6525,-0.6260,0.963
29.053000,-0.3323,-0.6199,-0.5639,0.901
29.053000,-0.3031,-0.5863,-0.5275,0.845
29.054000,-0.2213,-0.5636,-0.5305,0.805
29.060000,-0.0660,-0.5676,-0.5847,0.818
29.063000,0.1617,-0.6186,-0.6437,0.907
29.068000,0.5832,-0.7812,-0.6372,1.165
29.072000,0.9720,-1.0113,-0.7927,1.611
29.078000,1.3157,-1.3976,-1.2263,2.278
29.083000,1.4762,-1.9606,-1.6907,2.980
29.091000,1.3476,-2.8227,-2.0699,3.751
29.092000,1.0224,-3.4707,-2.1025,4.185
29.099000,0.5779,-3.9089,-1.8801,4.376
29.104000,0.1069,-3.8887,-1.5612,4.192
29.116000,-0.1783,-3.2808,-1.3329,3.546
29.119000,-0.2099,-2.2223,-0.9620,2.431
29.124000,-0.0761,-1.4774,-0.6284,1.607
29.126000,0.0836,-0.9017,-0.2807,0.948
29.128000,0.2708,-0.4504,0.1180,0.539
29.138000,0.5262,0.0064,0.4214,0.674
29.139000,0.7018,0.2912,0.3340,0.830
29.142000,0.8451,0.4803,0.1385,0.982
29.147000,0.8477,0.5163,0.0348,0.993
29.152000,0.7837,0.4516,0.1561,0.918
29.159000,0.6913,0.3454,0.3895,0.865
29.162000,0.5877,0.2283,0.5849,0.860
29.168000,0.4985,0.0898,0.6469,0.822
29.176000,0.4369,-0.0586,0.6463,0.782
29.179000,0.3889,-0.2623,0.6622,0.812
29.185000,0.3541,-0.4540,0.7498,0.945
29.198000,0.3060,-0.6395,0.8328,1.094
29.199000,0.2843,-0.8073,0.8429,1.201
29.199000,0.2977,-1.0081,0.7611,1.298
29.202000,0.3518,-1.1657,0.6343,1.373
29.209000,0.3573,-1.3289,0.3997,1.433
29.212000,0.2883,-1.5074,0.1026,1.538
29.218000,0.1363,-1.7305,-0.1733,1.745
29.226000,0.0016,-1.8630,-0.4117,1.908
29.230000,-0.1251,-1.9409,-0.4991,2.008
29.232000,-0.2505,-1.9623,-0.4700,2.033
29.240000,-0.3218,-1.9184,-0.3595,1.978
29.243000,-0.2737,-1.7894,-0.2081,1.822
29.249000,-0.1901,-1.6412,-0.1351,1.658
29.252000,-0.1319,-1.4905,-0.0796,1.498
29.258000,-0.0784,-1.3390,-0.0517,1.342
29.262000,-0.0254,-1.1706,-0.0754,1.173
29.267000,0.0027,-1.0627,-0.1575,1.074
29.273000,0.0544,-0.9626,-0.2526,0.997
29.278000,0.1094,-0.8782,-0.3304,0.945
29.282000,0.1617,-0.8049,-0.3605,0.897
29.294000,0.2250,-0.7251,-0.2917,0.813
29.295000,0.2521,-0.6938,-0.2196,0.770
29.298000,0.2656,-0.6854,-0.1887,0.759
29.303000,0.2704,-0.6893,-0.1710,0.760
29.319000,0.2659,-0.7041,-0.1623,0.770
29.320000,0.2746,-0.7146,-0.1524,0.781
29.320000,0.2803,-0.7277,-0.1487,0.794
29.325000,0.2726,-0.7405,-0.1405,0.801
29.328000,0.2631,-0.7493,-0.1189,0.803
29.332000,0.2606,-0.7587,-0.1154,0.810
29.342000,0.2555,-0.7665,-0.1234,0.817
29.344000,0.2353,-0.7759,-0.1366,0.822
29.347000,0.2072,-0.7894,-0.1504,0.830
29.352000,0.1678,-0.8102,-0.1577,0.842
29.359000,0.1450,-0.8275,-0.1554,0.854
29.363000,0.1298,-0.8499,-0.1621,0.875
29.367000,0.1052,-0.8874,-0.1566,0.907
29.375000,0.0683,-0.9319,-0.1482,0.946
29.378000,0.0318,-0.9755,-0.1517,0.988
29.382000,-0.0076,-1.0147,-0.1529,1.026
29.396000,-0.0302,-1.0470,-0.1583,1.059
29.397000,-0.0448,-1.0804,-0.1355,1.090
29.398000,-0.0420,-1.1178,-0.0656,1.121
29.402000,-0.0343,-1.1430,0.0100,1.144
29.427000,-0.0065,-1.1723,0.0853,1.175
29.428000,0.0007,-1.2175,0.1252,1.224
29.440000,-0.0117,-1.2677,0.0945,1.271
29.441000,-0.0461,-1.3062,0.0125,1.307
29.442000,-0.0964,-1.3428,-0.1082,1.351
29.445000,-0.1472,-1.3679,-0.2243,1.394
29.446000,-0.2027,-1.3910,-0.3198,1.442
29.447000,-0.2386,-1.3726,-0.3450,1.435
29.448000,-0.2524,-1.3059,-0.3314,1.371
29.455000,-0.2333,-1.2077,-0.3016,1.266
29.458000,-0.1865,-1.1170,-0.2853,1.168
29.461000,-0.1158,-1.0235,-0.2864,1.069
29.467000,-0.0627,-0.9727,-0.2852,1.016
29.480000,-0.0149,-0.9402,-0.2701,0.978
29.481000,0.0316,-0.9166,-0.2466,0.950
29.482000,0.0815,-0.9033,-0.2127,0.932
29.487000,0.1132,-0.8949,-0.1930,0.922
29.492000,0.1331,-0.8960,-0.1719,0.922
29.498000,0.1445,-0.9054,-0.1577,0.930
29.501000,0.1554,-0.9234,-0.1454,0.948
29.523000,0.1858,-0.9527,-0.1553,0.983
29.523000,0.2007,-0.9844,-0.1849,1.022
29.524000,0.2106,-1.0097,-0.2218,1.055
29.525000,0.2152,-1.0363,-0.2514,1.088
29.533000,0.2155,-1.0572,-0.2557,1.109
29.533000,0.2132,-1.0695,-0.2272,1.114
29.540000,0.2211,-1.0784,-0.1809,1.116
29.542000,0.2255,-1.0735,-0.1363,1.105
29.547000,0.2456,-1.0436,-0.0792,1.075
29.551000,0.2525,-1.0042,-0.0644,1.037
29.558000,0.2303,-0.9539,-0.0985,0.986
29.562000,0.2074,-0.9039,-0.1870,0.946
29.567000,0.1760,-0.8801,-0.3277,0.956
29.574000,0.1527,-0.8881,-0.4941,1.028
29.578000,0.1435,-0.9150,-0.5673,1.086
29.582000,0.1462,-0.9585,-0.5817,1.131
29.587000,0.1700,-1.0051,-0.5433,1.155
29.592000,0.2092,-1.0561,-0.4553,1.169
29.597000,0.2691,-1.0888,-0.3955,1.189
29.601000,0.3286,-1.1160,-0.3744,1.222
29.612000,0.3729,-1.1504,-0.3700,1.265
29.613000,0.3948,-1.1714,-0.3660,1.289
29.618000,0.3674,-1.1889,-0.3037,1.281
29.629000,0.3337,-1.1756,-0.2146,1.241
29.630000,0.2884,-1.1412,-0.1138,1.183
29.632000,0.2448,-1.0947,-0.0426,1.123
29.640000,0.2056,-1.0366,-0.0261,1.057
29.642000,0.1815,-0.9962,-0.0365,1.013
29.649000,0.1665,-0.9526,-0.0463,0.968
29.653000,0.1584,-0.9157,-0.0537,0.931
29.668000,0.1516,-0.8612,-0.0617,0.877
29.676000,0.1538,-0.8289,-0.0699,0.846
29.679000,0.1551,-0.8089,-0.0749,0.827
29.682000,0.1537,-0.8001,-0.0701,0.818
29.685000,0.1539,-0.8044,-0.0551,0.821
29.688000,0.1471,-0.8244,-0.0260,0.838
29.690000,0.1380,-0.8396,0.0005,0.851
29.693000,0.1529,-0.8690,0.0358,0.883
29.703000,0.1687,-0.8873,0.0811,0.907
29.706000,0.1695,-0.9165,0.1444,0.943
29.718000,0.1564,-0.9479,0.1978,0.981
29.719000,0.1278,-0.9781,0.2544,1.019
29.720000,0.1103,-0.9919,0.3231,1.049
29.738000,0.1102,-0.9836,0.4302,1.079
29.739000,0.1090,-0.9671,0.5095,1.099
29.740000,0.1002,-0.9483,0.5762,1.114
29.740000,0.0938,-0.9172,0.6258,1.114
29.746000,0.1007,-0.8744,0.6182,1.076
29.747000,0.1163,-0.8479,0.5549,1.020
29.752000,0.1174,-0.8248,0.5176,0.981
29.758000,0.1092,-0.8183,0.4836,0.957
29.762000,0.1153,-0.8300,0.4647,0.958
29.768000,0.1230,-0.8425,0.4268,0.952
29.774000,0.1317,-0.8524,0.4033,0.952
29.779000,0.1426,-0.8606,0.3947,0.957
29.782000,0.1623,-0.8751,0.3787,0.967
29.787000,0.1997,-0.8982,0.3689,0.991
29.793000,0.1785,-0.9405,0.3660,1.025
29.798000,0.1434,-0.9877,0.3305,1.051
29.804000,0.1693,-1.0315,0.3205,1.093
29.823000,0.2141,-1.0663,0.3283,1.136
29.826000,0.2674,-1.1066,0.3291,1.185
29.828000,0.3059,-1.1613,0.3199,1.243
29.830000,0.3136,-1.2174,0.2884,1.290
29.833000,0.2985,-1.2489,0.2461,1.307
29.834000,0.2746,-1.2479,0.1859,1.291
29.851000,0.2693,-1.2136,0.1367,1.251
29.852000,0.2714,-1.1671,0.0901,1.202
29.853000,0.2841,-1.1219,0.0528,1.158
29.853000,0.2943,-1.0702,0.0310,1.110
29.858000,0.3123,-1.0184,0.0303,1.066
29.862000,0.3161,-0.9992,0.0237,1.048
29.867000,0.3215,-0.9882,0.0181,1.039
29.874000,0.3408,-0.9843,0.0076,1.042
29.879000,0.4184,-0.9776,-0.7443,1.298
29.882000,0.4846,-0.9635,-2.2123,2.461
29.888000,0.4843,-0.9697,-2.5840,2.802
29.893000,0.4547,-0.9827,-2.1594,2.416
29.898000,0.4202,-0.9783,-1.4428,1.793
29.902000,0.3525,-0.9569,-0.6092,1.188
29.913000,0.2839,-0.9328,-0.1534,0.987
29.914000,0.2085,-0.9108,0.1185,0.942
29.929000,0.1396,-0.9043,0.2411,0.946
29.930000,0.0752,-0.9080,0.2303,0.940
29.955000,0.0519,-0.9161,0.1759,0.934
29.955000,0.0572,-0.9280,0.1267,0.938
29.956000,0.0948,-0.9479,0.1004,0.958
29.956000,0.1532,-0.9797,0.0915,0.996
29.957000,0.1825,-1.0089,0.0908,1.029
29.957000,0.1923,-1.0414,0.0974,1.063
29.964000,0.1704,-1.0676,0.0992,1.086
29.967000,0.1297,-1.0845,0.1031,1.097
29.969000,0.0684,-1.0811,0.1031,1.088
29.978000,0.0188,-1.0506,0.1051,1.056
29.981000,-0.0118,-1.0140,0.1010,1.019
29.983000,-0.0258,-0.9820,0.0900,0.986
29.988000,-0.0214,-0.9692,0.0726,0.972
29.995000,0.0013,-0.9826,0.0580,0.984
29.999000,0.0253,-1.0035,0.0564,1.005
30.002000,0.0435,-1.0333,0.0619,1.036
30.016000,0.0574,-1.0613,0.0796,1.066
30.017000,0.0646,-1.0759,0.1010,1.083
30.018000,0.0823,-1.0868,0.1178,1.096
30.039000,0.1126,-1.0936,0.1316,1.107
30.040000,0.1395,-1.0835,0.1517,1.103
30.041000,0.1505,-1.0536,0.1501,1.075
30.042000,0.1543,-1.0341,0.1295,1.054
30.042000,0.1649,-1.0307,0.1052,1.049
30.047000,0.1790,-1.0337,0.0880,1.053
30.052000,0.1873,-1.0252,0.0535,1.044
30.058000,0.1620,-1.0014,0.0315,1.015
30.062000,0.1831,-1.0280,0.0585,1.046
30.067000,0.2709,-1.0381,0.1206,1.080
30.074000,0.4258,-1.0118,0.1138,1.104
30.078000,0.5024,-0.9780,0.1127,1.105
30.082000,0.4727,-0.9463,0.1038,1.063
30.088000,0.4562,-0.9149,0.0806,1.026
30.094000,0.4593,-0.8903,0.0608,1.004
30.098000,0.4661,-0.8816,0.0348,0.998
30.103000,0.4700,-0.9026,0.0100,1.018
30.116000,0.4602,-0.9258,-0.0094,1.034
30.118000,0.4237,-0.9364,-0.0315,1.028
30.120000,0.3291,-0.9227,-0.0796,0.983
30.142000,0.2325,-0.8982,-0.1535,0.940
30.144000,0.1308,-0.8639,-0.3009,0.924
30.145000,0.0635,-0.8330,-0.4229,0.936
30.147000,0.0355,-0.8006,-0.4628,0.925
30.148000,0.0732,-0.7791,-0.4048,0.881
30.149000,0.1402,-0.7791,-0.3070,0.849
30.157000,0.2014,-0.7930,-0.1957,0.841
30.159000,0.2377,-0.8210,-0.0981,0.860
30.175000,0.1700,-0.8948,-0.0249,0.911
30.176000,0.1831,-0.9474,0.0184,0.965
30.177000,0.2432,-1.0059,0.0513,1.036
30.178000,0.2853,-1.0436,0.0785,1.085
30.190000,0.3011,-1.0668,0.0982,1.113
30.192000,0.2839,-1.0939,0.1114,1.136
30.193000,0.2568,-1.1041,0.1115,1.139
30.207000,0.2211,-1.1276,0.1022,1.154
30.209000,0.1736,-1.1542,0.0923,1.171
30.210000,0.1785,-1.2361,0.0685,1.251
30.231000,0.1958,-1.2755,0.0417,1.291
30.232000,0.1967,-1.2196,0.0187,1.235
30.233000,0.1665,-1.1078,-0.0106,1.120
30.234000,0.2548,-1.2313,-0.1063,1.262
30.240000,0.2819,-1.1883,-0.1882,1.236
30.242000,0.3693,-1.0555,-0.2419,1.144
30.243000,0.4523,-0.9011,-0.2780,1.046
30.258000,0.5349,-0.8166,-0.3156,1.026
30.260000,0.6095,-0.7850,-0.3765,1.063
30.261000,0.6026,-0.7586,-0.4026,1.049
30.263000,0.5477,-0.7304,-0.3652,0.983
30.275000,0.4556,-0.7123,-0.3125,0.901
30.276000,0.3472,-0.7493,-0.2581,0.865
30.291000,0.2521,-0.7405,-0.2422,0.819
30.294000,0.1579,-0.7306,-0.1914,0.772
30.296000,0.0752,-0.7415,-0.1325,0.757
30.298000,0.0131,-0.7539,-0.0834,0.759
30.299000,-0.0993,-0.7901,-0.0013,0.796
30.310000,-0.1774,-0.7936,-0.1230,0.822
30.311000,-0.2657,-0.8190,-0.2492,0.896
30.315000,-0.3865,-0.9005,-0.2421,1.009
30.318000,-0.4835,-1.0582,-0.0723,1.166
30.323000,-0.5185,-1.1605,0.0415,1.272
30.337000,-0.5399,-1.1818,0.1152,1.304
30.337000,-0.5260,-1.1576,0.1709,1.283
30.338000,-0.6157,-1.2615,0.1554,1.412
30.350000,-0.7970,-1.4872,0.1434,1.693
30.350000,-0.6051,-1.6141,0.1234,1.728
30.353000,-0.2446,-1.5978,0.0923,1.619
30.358000,0.1204,-1.5002,0.0526,1.506
30.362000,0.2524,-1.3302,0.0104,1.354
30.367000,0.2981,-1.2612,-0.0939,1.299
30.372000,0.3288,-1.2317,-0.2320,1.296
30.378000,0.3236,-1.1309,-0.2883,1.211
30.382000,0.3733,-1.0141,-0.2488,1.109
30.388000,0.2755,-0.8553,-0.0718,0.901
30.395000,0.0861,-0.6909,0.2094,0.727
30.398000,0.3699,-0.7288,0.2586,0.857
30.403000,0.9522,-0.7326,0.2824,1.234
