time,ax,ay,az,aT
4.5120,0.0599,-0.0672,0.0622,0.109
4.5210,-0.0232,-0.0698,0.0038,0.074
4.5310,-0.0592,-0.0279,-0.0171,0.068
4.5420,-0.0734,0.0073,-0.0447,0.086
4.5510,-0.1152,0.0399,-0.0469,0.131
4.5600,-0.0648,0.0513,-0.0238,0.086
4.5710,-0.0669,0.0498,-0.0235,0.087
4.5810,0.0958,-0.0468,-0.1528,0.186
4.5930,0.0693,-0.0954,-0.1242,0.171
4.6010,0.0089,-0.0476,-0.0768,0.091
4.6170,-0.0044,0.0207,0.0351,0.041
4.6220,-0.0420,0.0331,0.0954,0.109
4.6310,-0.0196,0.0217,0.0876,0.092
4.6410,0.0565,-0.0435,-0.0586,0.092
4.6510,0.0777,-0.0550,-0.2127,0.233
4.6610,0.0621,-0.0422,-0.3629,0.371
4.6720,0.0504,-0.0405,-0.4699,0.474
4.6800,0.1031,-0.0194,-0.5390,0.549
4.6910,0.1995,0.0154,-0.4973,0.536
4.7000,0.2124,0.0041,-0.4648,0.511
4.7110,0.1769,-0.0544,-0.4082,0.448
4.7210,0.0859,-0.1620,-0.3048,0.356
4.7340,0.0352,-0.1667,-0.1205,0.209
4.7410,0.0184,-0.1311,0.1857,0.228
4.7530,0.0541,-0.0590,0.4621,0.469
4.7630,0.0823,-0.0041,0.5503,0.556
4.7730,0.0651,-0.0073,0.4672,0.472
4.7820,-0.0124,-0.0475,0.2899,0.294
4.7920,-0.0930,-0.0370,0.1692,0.197
4.8010,-0.0875,-0.0170,0.0339,0.095
4.8140,-0.0402,-0.0063,-0.1139,0.121
4.8240,0.0372,0.0082,-0.2675,0.270
4.8320,0.0581,0.0164,-0.3578,0.363
4.8430,-0.0239,-0.0087,-0.3658,0.367
4.8510,-0.0912,-0.0097,-0.2811,0.296
4.8620,-0.1002,0.0072,-0.1386,0.171
4.8710,-0.1009,0.0105,-0.0304,0.106
4.8800,-0.0983,-0.0085,-0.0679,0.120
4.8910,-0.0592,-0.0807,-0.0897,0.134
4.9010,0.0279,-0.0768,-0.1054,0.133
4.9110,0.0711,-0.0940,-0.1350,0.179
4.9210,0.0869,-0.0736,-0.0663,0.132
4.9350,0.1499,-0.0452,-0.0547,0.166
4.9420,0.0493,-0.0431,-0.0669,0.094
4.9520,-0.1027,-0.0049,-0.0142,0.104
4.9630,-0.0974,0.0087,-0.0235,0.101
4.9720,-0.0818,-0.0193,-0.1009,0.131
4.9820,-0.1172,-0.0146,-0.1901,0.224
4.9940,-0.1833,-0.0534,-0.1620,0.250
5.0000,-0.0620,0.0131,-0.1207,0.136
5.0110,-0.0270,-0.0110,-0.2278,0.230
5.0210,0.0489,-0.0472,-0.3900,0.396
5.0320,0.1824,-0.0370,-0.4599,0.496
5.0410,0.1094,-0.1116,-0.4489,0.475
5.0500,-0.0163,-0.1014,-0.2853,0.303
5.0600,-0.0083,0.0161,-0.0186,0.026
5.0710,0.0277,-0.0053,0.1575,0.160
5.0800,0.1497,-0.0927,0.2396,0.297
5.0910,0.3204,-0.1420,0.2939,0.457
5.1000,0.3688,-0.2196,0.2144,0.480
5.1140,0.3158,-0.2702,0.0843,0.424
5.1210,0.0511,0.0210,0.0391,0.068
5.1330,-0.2736,0.1928,0.0059,0.335
5.1420,-0.5641,-0.0504,-0.2280,0.610
5.1530,-0.4749,0.0220,-0.3167,0.571
5.1610,-0.0206,0.2749,-0.4676,0.543
5.1760,0.2193,0.1006,-0.4265,0.490
5.1810,0.3339,0.0169,-0.0759,0.343
5.1930,0.1283,-0.1277,0.0997,0.207
5.2000,0.0656,-0.1765,0.2014,0.276
5.2140,0.0882,-0.0786,0.3988,0.416
5.2200,0.0230,0.0242,0.4508,0.452
5.2340,-0.0097,0.0796,0.4269,0.434
5.2600,-0.0161,0.0866,0.4255,0.435
5.3060,0.1235,0.0236,0.2440,0.275
5.3090,0.1970,-0.0375,0.0919,0.221
5.3100,0.2490,-0.0499,-0.0095,0.254
5.3110,0.2041,-0.0242,-0.0855,0.223
5.3110,0.1173,0.0186,-0.1349,0.180
5.3120,-0.0003,0.0521,-0.1339,0.144
5.3160,-0.0017,0.0623,-0.1462,0.159
5.3380,-0.0248,0.0028,-0.1909,0.193
5.3390,0.0010,-0.0516,-0.2823,0.287
5.3470,0.0306,-0.0674,-0.3176,0.326
5.3520,0.0286,-0.0343,-0.2587,0.263
5.3610,0.0181,-0.0200,-0.2324,0.234
5.3720,-0.0021,-0.0153,-0.1621,0.163
5.3850,-0.0157,-0.0489,-0.0836,0.098
5.3920,0.0287,-0.0733,0.0702,0.105
5.4010,0.0943,-0.0760,0.1461,0.190
5.4120,0.1224,-0.0674,0.0844,0.163
5.4210,0.1223,-0.0457,0.0014,0.131
5.4320,0.0893,-0.0521,-0.0369,0.110
5.4490,0.0442,-0.0484,-0.0523,0.084
5.4540,-0.0145,-0.0567,-0.0521,0.078
5.4660,-0.0240,-0.0374,-0.0303,0.054
5.4720,-0.0183,-0.0194,-0.0695,0.074
5.4810,-0.0428,-0.0098,-0.1195,0.127
5.5040,-0.0735,-0.0372,-0.1287,0.153
5.5050,-0.0506,-0.0609,-0.1297,0.152
5.5140,-0.0151,-0.0708,-0.1333,0.152
5.5210,0.0644,-0.0932,-0.0568,0.127
5.5360,0.0719,-0.0895,-0.0068,0.115
5.5470,0.0040,-0.0372,0.0539,0.066
5.5530,-0.0669,-0.0172,0.0201,0.072
5.5740,-0.0946,-0.0129,-0.0748,0.121
5.5750,-0.0866,-0.0496,-0.1168,0.154
5.5850,-0.0713,-0.0612,-0.0787,0.123
5.5950,-0.0310,-0.0306,-0.0155,0.046
5.6040,-0.0064,-0.0344,0.0105,0.036
5.6210,0.0343,-0.0630,0.0196,0.074
5.6210,0.0595,-0.0443,0.0241,0.078
5.6390,0.0774,-0.0393,0.0334,0.093
5.6400,0.0414,-0.0212,0.0045,0.047
5.6570,0.0093,-0.0318,-0.0724,0.080
5.6620,0.0137,-0.0256,-0.1229,0.126
5.6710,0.0194,-0.0116,-0.1784,0.180
5.6930,0.0066,0.0121,-0.1623,0.163
5.6940,0.0233,-0.0071,-0.1034,0.106
5.7040,0.0815,0.0148,0.0511,0.097
5.7120,0.1179,0.0431,0.1432,0.190
5.7200,0.0996,0.0271,0.1575,0.188
5.7360,0.0461,-0.0272,0.1170,0.129
5.7430,0.0044,-0.0641,0.0780,0.101
5.7620,-0.0099,-0.0573,0.0801,0.099
5.7630,-0.0347,-0.0253,0.1507,0.157
5.7830,-0.0484,0.0514,0.1281,0.146
5.7850,-0.0961,0.1017,0.0339,0.144
5.7950,-0.1078,0.1133,-0.1104,0.191
5.8010,-0.0682,0.0496,-0.2294,0.244
5.8200,-0.0099,-0.0206,-0.2793,0.280
5.8230,0.0893,-0.0597,-0.1597,0.192
5.8310,0.1270,0.0156,0.0133,0.129
5.8470,0.0693,0.1080,0.2003,0.238
5.8510,-0.0152,0.1349,0.3164,0.344
5.8690,0.0078,0.0867,0.3177,0.329
5.8710,0.0935,-0.0022,0.2153,0.235
5.8800,0.1465,-0.0713,0.1229,0.204
5.9130,0.1083,-0.0983,0.0584,0.158
5.9130,-0.0039,-0.0389,0.0599,0.072
5.9290,-0.0528,0.0341,0.1346,0.149
5.9310,-0.0087,0.0390,0.0943,0.102
5.9330,-0.0105,-0.0298,-0.0285,0.043
5.9440,-0.0612,-0.1088,-0.0686,0.142
5.9510,-0.0434,-0.1122,-0.0595,0.134
5.9620,-0.0410,-0.0460,-0.0568,0.084
5.9770,-0.0139,-0.0113,-0.0362,0.040
5.9800,-0.0242,-0.0371,-0.0936,0.104
5.9960,-0.0463,-0.0490,-0.1032,0.123
6.0130,-0.0245,-0.0688,-0.1164,0.137
6.0160,0.0277,-0.0214,-0.1332,0.138
6.0270,0.0473,-0.0128,-0.1549,0.162
6.0320,0.0912,-0.0341,-0.2002,0.223
6.0430,0.0930,-0.0625,-0.2730,0.295
6.0560,0.1052,-0.0512,-0.2402,0.267
6.0600,0.0721,-0.0147,-0.1236,0.144
6.0790,0.0939,0.0664,0.0059,0.115
6.0800,0.0961,0.0641,0.0058,0.116
6.0910,0.0347,-0.0184,-0.0017,0.039
6.1010,-0.0035,-0.0838,0.0529,0.099
6.1110,0.0355,-0.0492,0.1671,0.178
6.1200,0.0550,-0.0143,0.2498,0.256
6.1320,0.0741,0.0031,0.2489,0.260
6.1400,0.0100,-0.0060,0.1728,0.173
6.1550,0.0281,-0.0194,0.1078,0.113
6.1680,0.0632,-0.0116,0.0107,0.065
6.1720,0.0559,0.0293,-0.0133,0.065
6.1810,-0.0000,0.0450,-0.0146,0.047
6.1910,-0.0075,0.0550,0.0009,0.055
6.2000,0.0037,0.0195,-0.0148,0.025
6.2110,0.0544,-0.0038,-0.0365,0.066
6.2200,0.1183,-0.0257,-0.0199,0.123
6.2320,0.1268,-0.0245,-0.0022,0.129
6.2400,0.0514,0.0051,-0.0109,0.053
6.2530,-0.0221,0.0287,-0.0113,0.038
6.2670,-0.0273,0.0329,0.0326,0.054
6.2710,0.0235,0.0301,0.0576,0.069
6.2810,0.0368,-0.0487,-0.0120,0.062
6.2920,0.0561,-0.0427,-0.0097,0.071
6.3010,0.0538,-0.0425,-0.0097,0.069
